index,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS분야,과정
980,(게임콘텐츠제작)스타트업 게임 기획&프로그래밍 전문가 양성과정-1,주식회사경일게임아카데미,109,5420970,30,69.7,25.0,08_문화 예술 디자인 방송,게임
981,Unity 3D 게임 프로그래머 양성과정A,주식회사경일게임아카데미,109,5420970,20,69.7,25.0,08_문화 예술 디자인 방송,게임
982,"UI/UX 웹디자인 실무자 양성과정(웹퍼블리셔,프론트엔드)(혼합훈련)",더조은컴퓨터아카데미,79,3859930,25,61.2,28.0,08_문화 예술 디자인 방송,웹디자인
983,"UI/UX 웹디자인 실무자 양성(웹퍼블리셔,프론트엔드)",인천더조은컴퓨터아트학원,90,4045680,20,70.2,25.0,08_문화 예술 디자인 방송,웹디자인
984,"디지털디자인(웹디자이너, 웹퍼블리셔) 양성과정 B",그린컴퓨터아트학원,95,4270440,20,76.9,23.0,08_문화 예술 디자인 방송,디지털디자인
985,웹디자인과 웹퍼블리셔 전문가 양성(디지털디자인)B,연세직업전문학교,96,4270440,20,62.9,28.0,08_문화 예술 디자인 방송,웹디자인
986,"스마트콘텐츠 디자인&영상편집(프리미어,애펙)",더조은컴퓨터아트학원,50,1246200,20,37.8,32.0,08_문화 예술 디자인 방송,영상
987,시각디자인GTQ자격취득(일러스트&포토샵),더조은아이티아카데미학원,20,758560,20,32.9,32.0,08_문화 예술 디자인 방송,포토샵
988,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,24,674280,20,43.2,,08_문화 예술 디자인 방송,포토샵
989,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,30.0,08_문화 예술 디자인 방송,포토샵
990,제품디자인 실무자 양성,(재)호남직업전문학교,126,4186150,24,94.7,30.0,08_문화 예술 디자인 방송,
991,제품디자인 및 3D프린터용 제품제작,(재)한국직업능력교육원(구.열린직업전문학교),87,3820920,25,68.7,29.0,08_문화 예술 디자인 방송,3D프린터
992,[과정평가형 자격]시각디자인 산업기사 취득과정-B,(재)한국직업능력교육원(구.열린직업전문학교),89,4228000,23,68.7,26.0,08_문화 예술 디자인 방송,시각디자인
993,(디지털디자인) 스마트 UI/UX 반응형 웹디자인,연희직업전문학교,100,4270440,20,72.5,24.0,08_문화 예술 디자인 방송,웹디자인
994,"(멀티미디어콘텐츠제작) 영상 (프리미어,에프터이펙트) 크리에이터 과정 5 G",강남 그린컴퓨터아카데미,142,5296350,30,41.4,27.0,08_문화 예술 디자인 방송,멀티미디어
995,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정",이젠아카데미,20,561900,20,48.0,28.0,08_문화 예술 디자인 방송,포토샵
996,(시각디자인) [비전공/초보자] 옥외광고/출판편집 디자이너 양성과정,그린컴퓨터아카데미 부천,136,3820920,20,70.5,25.0,08_문화 예술 디자인 방송,시각디자인
997,"인물,제품,쇼핑몰사진전문가및 사진기능사취득과정",서울사진미디어컴퓨터학원,75,2017050,18,43.4,33.0,08_문화 예술 디자인 방송,쇼핑몰
998,디지털디자인(웹퍼블리셔/웹디자인)양성,그린컴퓨터아카데미,88,3933300,20,78.8,22.0,08_문화 예술 디자인 방송,웹디자인
999,"광고콘텐츠영상제작(프리미어,애펙)+유튜브크리에이터",레브아트컴퓨터학원,60,1869300,20,36.4,30.0,08_문화 예술 디자인 방송,유튜브
1000,[핵심쏙쏙]GTQ 1급 자격증(포토샵+일러스트),신청산컴퓨터학원,20,373860,10,45.2,26.0,08_문화 예술 디자인 방송,포토샵
1001,"(2020 과정평가형)실내건축산업기사 (인테리어 디자인, BIM) [B]",서울현대직업전문학교 디지털구로캠퍼스,98,4711200,24,80.6,30.0,08_문화 예술 디자인 방송,
1002,시각디자인GTQ자격취득(일러스트&포토샵),더조은컴퓨터아트학원,40,899040,20,45.3,26.0,08_문화 예술 디자인 방송,포토샵
1003,"시각(영상)편집디자인(프리미어, 애프터이펙트) 입문과정",강남 그린컴퓨터아카데미,49,1067610,20,40.6,27.0,08_문화 예술 디자인 방송,영상
1004,[과정평가형]웹디자인기능사양성B,(주)대신기술능력개발원,100,3539400,20,58.8,32.0,08_문화 예술 디자인 방송,웹디자인
1005,[과정평가형]시각디자인산업기사,영진직업전문학교,142,5134000,20,83.6,27.0,08_문화 예술 디자인 방송,시각디자인
1006,모션그래픽 영상제작 실무자 양성과정,굿잡아카데미컴퓨터아트학원,60,1869300,20,80.0,26.0,08_문화 예술 디자인 방송,영상
1007,유튜브 크리에이팅 영상편집(유투브동영상),서울IT직업전문학교,12,373860,20,27.3,42.0,08_문화 예술 디자인 방송,유튜브
1008,"만화콘텐츠(홍보웹툰,캐릭터) 제작 실무자 양성과정",서울IT직업전문학교,78,2430090,20,27.3,34.0,08_문화 예술 디자인 방송,웹툰
1009,"디지털디자인(그래픽,웹디자인) 취업 양성과정",아성직업전문학교,86,3371400,20,81.0,28.0,08_문화 예술 디자인 방송,웹디자인
1010,영상제작,서울방송아카데미,90,3364740,20,62.5,32.0,08_문화 예술 디자인 방송,영상
1011,[디지털디자인]스마트기기UXUI앱&웹디자인,더조은컴퓨터학원,95,4270440,20,66.2,26.0,08_문화 예술 디자인 방송,웹디자인
1012,방송영상편집&모션,방송정보국제교육원,122,5495040,28,79.9,25.0,08_문화 예술 디자인 방송,영상
1013,"멀티미디어콘텐츠제작(앱콘텐츠, 영상콘텐츠)",방송정보국제교육원,102,4953640,25,70.9,26.0,08_문화 예술 디자인 방송,멀티미디어
1014,웹디자인 양성과정,에스비에스(SBS)아카데미컴퓨터아트학원,51,1629510,10,50.0,24.0,08_문화 예술 디자인 방송,웹디자인
1015,그래픽디자이너양성(포토샵+일러스트+인디자인+포트폴리오),하우디자인캐드학원,48,1067610,10,43.9,27.0,08_문화 예술 디자인 방송,포토샵
1016,ATC캐드마스터 1급 자격증 취득과정,남승화직업전문학교,20,449520,15,50.0,39.0,08_문화 예술 디자인 방송,
1017,3D프린터활용 캐릭터목업제작 양성,비에이치쓰리디(BH3D)조형학원,60,2600000,20,48.3,28.0,08_문화 예술 디자인 방송,3D프린터
1018,그래픽디자인(포토샵+일러스트+인디자인+포트폴리오+그래픽스운용자격증),배움회계캐드컴퓨터학원,55,1123800,10,43.6,23.0,08_문화 예술 디자인 방송,포토샵
1019,CAD 캐드실무능력평가(CAT) 2급 자격증,남승화직업전문학교,25,561900,15,50.0,24.0,08_문화 예술 디자인 방송,
1020,"영상편집디자인 콘텐츠제작(프리미어,에프터이펙트)양성",인천구월그린컴퓨터아트학원,28,1123800,20,43.2,25.0,08_문화 예술 디자인 방송,영상
1021,"유튜브(YouTube)디지털 영상편집(모션그래픽,프리미어,에펙)양성과정",그린컴퓨터아카데미 부산,58,1629510,20,54.5,27.0,08_문화 예술 디자인 방송,유튜브
1022,컴퓨터그래픽스운용기능사 취득 (실기),남승화직업전문학교,25,561900,15,50.0,32.0,08_문화 예술 디자인 방송,
1023,"(일반고특화)멀티미디어콘텐츠(스마트앱,웹영상)제작양성(웹디자인기능사)",고려IT직업전문학교,87,4034440,25,75.0,17.0,08_문화 예술 디자인 방송,웹디자인
1024,"멀티미디어콘텐츠(촬영, 영상편집, 모션그래픽, UI/UX 디자인)제작 양성 D1",(재)한국아이티교육재단 한국IT아카데미 구로,108,5296350,20,69.5,27.0,08_문화 예술 디자인 방송,멀티미디어
1025,"시각디자인-그래픽디자이너(포토샵, 일러스트레이터) 양성과정",그린컴퓨터아트학원,55,921510,20,47.4,25.0,08_문화 예술 디자인 방송,포토샵
1026,"웹디자인(웹퍼블리셔)양성과정(포토,일러,Html5,CSS)",부산더조은직업전문학교,40,1123800,20,43.8,27.0,08_문화 예술 디자인 방송,웹디자인
1027,게임 3D그래픽 디자이너 양성과정,서울게임아카데미부산학원,120,2243160,11,56.9,24.0,08_문화 예술 디자인 방송,게임
1028,게임 그래픽 디자인 제작 전문가 양성과정,서울게임아트학원,210,3925530,20,50.0,26.0,08_문화 예술 디자인 방송,게임
1029,시각편집(포토샵+일러스트+인디자인)GTQ그래픽기술자격증 취득과정,노원 그린컴퓨터아카데미,32,899040,20,53.8,27.0,08_문화 예술 디자인 방송,포토샵
1030,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,33.0,08_문화 예술 디자인 방송,포토샵
1031,"(시각디자인-GTQ취득)(포토샵1급,일러스트1급)그래픽디자인",신영진컴퓨터학원,27,455130,10,49.0,26.0,08_문화 예술 디자인 방송,포토샵
1032,"영상편집(프리미어, 애펙) 디자인 제작",더조은아카데미,68,1517130,20,41.2,35.0,08_문화 예술 디자인 방송,영상
1033,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,35.0,08_문화 예술 디자인 방송,
1034,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,43.0,08_문화 예술 디자인 방송,빅데이터
1035,"[원격+집체훈련] 영상 모션 편집(포토샵, 프리미어, 애프터이펙트)",(사)한국디지털컨버전스협회,62,715770,30,41.0,,08_문화 예술 디자인 방송,포토샵
1036,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,34.0,08_문화 예술 디자인 방송,포토샵
1037,[탑강] UX디자인 7가지 비밀,한국이러닝협회,40,149770,500,25.0,40.0,08_문화 예술 디자인 방송,
1038,"[플립드러닝] 디지털디자인(웹디자이너, 웹퍼블리셔)과정",그린컴퓨터아트학원,84,4270440,20,77.3,23.0,08_문화 예술 디자인 방송,디지털디자인
1039,인테리어환경설계디자인(CAD/MAX/건축제도/리터칭/V-Ray/포토샵),새동아직업전문학교,80,2697120,20,56.3,35.0,08_문화 예술 디자인 방송,포토샵
1040,"디자인실무&그래픽스자격증(포토샵,일러스트,인디자인)&포트폴리오",셈틀회계캐드그래픽컴퓨터학원,30,842850,15,80.0,24.0,08_문화 예술 디자인 방송,포토샵
1041,[핵심쏙쏙]GTQ 1급 자격증(포토샵+일러스트),신청산컴퓨터학원,20,373860,10,45.2,25.0,08_문화 예술 디자인 방송,포토샵
1042,편집(시각)디자인(포토샵+일러스트+GTQ자격증)과정,그린컴퓨터아카데미 신촌,44,1067610,20,53.7,27.0,08_문화 예술 디자인 방송,포토샵
1043,"[플립드러닝]멀티미디어콘텐츠제작(영상, 프리미어, 에펙, C4D)구직자과정",그린컴퓨터아카데미 신촌,93,5171730,23,70.5,26.0,08_문화 예술 디자인 방송,멀티미디어
1044,광고콘텐츠제작,방송정보국제교육원,117,5732520,30,70.9,26.0,08_문화 예술 디자인 방송,
1045,반응형 UI/UX디자인(웹퍼블리셔),더조은아카데미,100,3933300,20,60.3,25.0,08_문화 예술 디자인 방송,
1046,"영상편집(포토,일러,프리미어,에펙,시네마4D)",윤성회계캐드컴퓨터학원,40,1123800,10,40.5,,08_문화 예술 디자인 방송,영상
1047,게임프로그래밍개발자 양성(유니티3D) B,더조은컴퓨터아카데미,105,5234040,20,48.8,26.0,08_문화 예술 디자인 방송,게임
1048,"유튜브 영상편집실무양성 애프터이펙트(After Effect),프리미어(Premiere)",그린컴퓨터아카데미 신촌,76,1869300,20,50.2,33.0,08_문화 예술 디자인 방송,유튜브
1049,디지털 웹디자인 구직자 양성,(주)미래인재개발원,107,4214250,24,23.1,33.0,08_문화 예술 디자인 방송,웹디자인
1050,"3D프린터 활용 제품디자인 설계 제작(캐드,맥스,라이노) B",더조은컴퓨터아카데미,90,4045680,20,72.2,30.0,08_문화 예술 디자인 방송,3D프린터
1051,[플립드러닝] 멀티미디어콘텐츠제작(영상편집&웹제작)구직자과정,그린컴퓨터아카데미 신촌,106,5171730,23,70.5,27.0,08_문화 예술 디자인 방송,멀티미디어
1052,(게임콘텐츠제작) 게임 프로그래밍 및 네트워크 전문가 양성과정 (13),아텐츠게임아카데미,116,4689050,30,54.4,23.0,08_문화 예술 디자인 방송,게임
1053,2D그래픽자격취득(포토샵+일러스트),신세계회계컴퓨터전문학원,30,766280,10,32.1,28.0,08_문화 예술 디자인 방송,포토샵
1054,웹퍼블리셔(UIUX반응형웹디자인)전문가 양성과정(B),그린컴퓨터아카데미 수원,95,4270440,24,64.2,25.0,08_문화 예술 디자인 방송,웹디자인
1055,"광고영상편집&모션그래픽(포토,일러,인디,프리미어,에펙,C4D)",윤성회계캐드컴퓨터학원,44,1236180,10,40.5,36.0,08_문화 예술 디자인 방송,영상
1056,"광고영상편집&모션그래픽(포토,일러,인디,프리미어,에펙,C4D)",윤성회계캐드컴퓨터학원,48,1236180,10,40.5,30.0,08_문화 예술 디자인 방송,영상
1057,"게임콘텐츠(유니티(Unity) 2D, 3D게임프로그래밍) 제작 실무자 양성",서울IT직업전문학교,108,5358660,20,36.8,30.0,08_문화 예술 디자인 방송,게임
1058,"영상편집&모션그래픽제작(프리미어,에펙)",더조은컴퓨터학원,24,1067610,20,38.1,30.0,08_문화 예술 디자인 방송,영상
1059,"실내건축설계디자인[캐드(CAD),맥스(MAX)] 양성과정 (N.01)",강남 그린컴퓨터아카데미,110,4523290,20,66.0,25.0,08_문화 예술 디자인 방송,
1060,반응형(웹퍼블리셔)&스마트앱디자인,(재)부산인재개발원 부산직업전문학교,117,3933300,25,48.9,34.0,08_문화 예술 디자인 방송,
1061,스마트기기 UI/UX 웹디자인&웹퍼블리셔 실무 B,하이미디어아카데미인재개발원,95,4270440,22,72.9,25.0,08_문화 예술 디자인 방송,웹디자인
1062,웹표준과 접근성을 고려한 반응형 웹사이트 제작,(주)탑디자인학원,40,899040,10,55.4,24.0,08_문화 예술 디자인 방송,
1063,3차원 디자인(설계) 기반 3D프린터 활용 기능 인력 양성 과정,(주)미래인재개발원,102,3989490,24,23.1,29.0,08_문화 예술 디자인 방송,3D프린터
1064,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,24,674280,20,43.2,29.0,08_문화 예술 디자인 방송,포토샵
1065,스마트UI 웹디자인(웹퍼블리셔)양성B,신한양직업전문학교,76,3371400,20,69.2,25.0,08_문화 예술 디자인 방송,웹디자인
1066,(게임콘텐츠) 3D 게임콘텐츠 영상디자인 제작 양성 과정,(주)하우온라인게임스쿨,122,5358660,20,42.0,25.0,08_문화 예술 디자인 방송,게임
1067,"컴퓨터그래픽(포토샵,일러스트,인디자인) 양성과정",더조은컴퓨터아트학원,36,1011420,24,52.0,31.0,08_문화 예술 디자인 방송,포토샵
1068,"웹디자인기능사(HTML5,CSS3,JQ) 취득 및 실무양성(B)",인천 그린컴퓨터아카데미,82,3539400,20,72.7,25.0,08_문화 예술 디자인 방송,웹디자인
1069,4차산업기반 3D프린터 운용 및 설계제작,아성직업전문학교,86,3371400,22,81.0,31.0,08_문화 예술 디자인 방송,3D프린터
1070,"시각,편집디자인(포토샵,일러스트,인디자인,GTQ자격)",(주)허브컴퓨터회계아트학원,40,899040,14,45.3,32.0,08_문화 예술 디자인 방송,포토샵
1071,게임그래픽 전문가 양성,엔조이씨지(EnjoyCG),120,3364740,19,26.3,28.0,08_문화 예술 디자인 방송,게임
1072,[과정평가형]스마트 UXUI 디지털디자인 및 웹디자인기능사 자격증취득과정 B,이젠IT컴퓨터아카데미,86,3539400,20,70.0,26.0,08_문화 예술 디자인 방송,웹디자인
1073,디지털UI/UX 웹디자인(웹퍼블리셔) 전문가 취업과정-A,하이미디어IT융합인재개발원,98,4270440,20,63.6,23.0,08_문화 예술 디자인 방송,웹디자인
1074,"디지털영상편집디자인(프리미어,에펙)",더조은퍼스트컴퓨터바리스타학원,34,758560,20,35.2,26.0,08_문화 예술 디자인 방송,영상
1075,"(게임콘텐츠제작)게임콘텐츠제작&영상편집(프리미어,에펙,MAX)실무과정",(주)누리마루학원,154,4797870,27,42.3,25.0,08_문화 예술 디자인 방송,게임
1076,웹디자인(웹퍼블리셔)UIUX프론트앤드양성과정,더조은컴퓨터아카데미,80,3584920,20,72.2,27.0,08_문화 예술 디자인 방송,웹디자인
1077,(디지털디자인) UI/UX 웹디자인&웹퍼블리셔(Adobe XD),하이미디어컴퓨터학원,105,4270440,22,71.4,27.0,08_문화 예술 디자인 방송,웹디자인
