,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
92,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,35,서울,구로구
93,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,56,531630,500,29.3,50,서울,영등포구
94,원샷원킬! 직업상담사2급 필기실기 종합반,한국이러닝협회,56,461890,500,32.5,35,서울,구로구
95,원샷원킬! 직업상담사2급 필기대비반,한국이러닝협회,56,303240,500,32.5,41,서울,구로구
96,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,52,서울,구로구
97,청소년상담사 3급 합격반(이론+기출),한국이러닝협회,56,424710,500,,28,서울,구로구
98,원샷원킬! 직업상담사2급 실기대비반,한국이러닝협회,28,166620,500,32.5,,서울,구로구
99,원샷원킬! 청소년상담사2급 자격대비반,한국이러닝협회,56,603400,500,,42,서울,구로구
100,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,24,서울,구로구
101,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,187110,500,29.3,,서울,영등포구
102,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,47,서울,구로구
103,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,38,서울,구로구
104,"직업상담사2급 자격증 취득과정(필기,실기)",고양여성인력개발센터,45,1156860,24,24,37,경기,고양시
105,산모신생아건강관리사 양성과정,(주)부모사랑유씨평생교육원,10,373260,30,57.9,54,경기,의정부시
106,직업상담사2급 자격증취득(1차+2차),이젠컴퓨터아트서비스학원,50,1285400,10,31.3,34,전북,전주시
107,직업상담사2급 자격증 취득과정,미토직업전문학교,30,771240,20,35.5,34,부산,부산진구
108,"직업상담사2급 자격 취득과정(1,2차 통합)",(주)이룸리더십연구원 이룸리더십학원,45,1156860,20,33.3,39,인천,남동구
109,산모신생아건강관리사 양성과정,열린 평생교육원,10,373260,22,,57,서울,광진구
110,"직업상담사 2급 자격증 취득과정(필기, 실기)",다산직업전문학교,50,1285400,20,38.6,40,인천,미추홀구
111,직업상담사 2급 자격증 취득과정(실기),다산직업전문학교,27,514160,20,38.6,43,인천,미추홀구
112,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,35,서울,구로구
113,원샷원킬! 직업상담사2급 필기대비반,한국이러닝협회,56,303240,500,32.5,30,서울,구로구
114,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,56,531630,500,29.3,44,서울,영등포구
115,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,26,서울,구로구
116,원샷원킬! 청소년상담사2급 자격대비반,한국이러닝협회,56,603400,500,,52,서울,구로구
117,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,45,서울,구로구
118,원샷원킬! 직업상담사2급 실기대비반,한국이러닝협회,28,166620,500,32.5,,서울,구로구
119,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,48,서울,구로구
120,합격부터 취업까지! 직업상담사 2급 실기,사단법인 한국에듀테크산업협회,28,160380,500,,,서울,강남구
121,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,,서울,구로구
122,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,187110,500,29.3,,서울,영등포구
123,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,46,서울,구로구
124,원샷원킬! 직업상담사2급 필기실기 종합반,한국이러닝협회,56,461890,500,32.5,40,서울,구로구
125,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,35,서울,구로구
126,청소년상담사 3급 합격반(이론+기출),한국이러닝협회,56,424710,500,,37,서울,구로구
127,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,55,부산,동구
128,NCS직업상담실무과정(직업상담사2급1차 필기),안양여성인력개발센터,16,608950,17,40.2,41,경기,안양시
129,[과정평가형자격]직업상담사2급,동양캐드/전산회계/컴퓨터학원,91,4048800,20,47.6,42,경남,김해시
130,직업상담사2급취득(필기+실기),원스톱직업학원,45,1156860,28,35.5,35,서울,노원구
131,원샷원킬! 청소년상담사2급 자격대비반,한국이러닝협회,56,603400,500,,42,서울,구로구
132,청소년상담사 3급 합격반(이론+기출),한국이러닝협회,56,424710,500,,31,서울,구로구
133,원샷원킬! 직업상담사2급 필기실기 종합반,한국이러닝협회,56,461890,500,32.5,42,서울,구로구
134,원샷원킬! 직업상담사2급 실기대비반,한국이러닝협회,28,166620,500,32.5,,서울,구로구
135,합격부터 취업까지! 직업상담사 2급 실기,사단법인 한국에듀테크산업협회,28,160380,500,,,서울,강남구
136,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,36,서울,구로구
137,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,47,서울,구로구
138,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,28,서울,구로구
139,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,,서울,구로구
140,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,56,531630,500,29.3,40,서울,영등포구
141,원샷원킬! 직업상담사2급 필기대비반,한국이러닝협회,56,303240,500,32.5,44,서울,구로구
142,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,40,서울,구로구
143,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,39,서울,구로구
144,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,,서울,구로구
145,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,187110,500,29.3,,서울,영등포구
146,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,56,부산,동구
147,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,40,1028320,20,36.5,47,서울,구로구
148,직업상담사2급 1차 필기과정,(주)조근혜 부설 대전직업상담사학원,30,706970,15,48.8,40,대전,서구
149,직업상담사2급 자격증 취득,양산직업학교,70,3306520,30,58.8,38,경남,양산시
150,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,45,1156860,18,43.5,37,전북,전주시
151,직업상담사 2급 취득(1차/2차),중앙직업전문학교,50,1285400,20,46.7,37,인천,남동구
152,"【 직업상담사2급 】자격증취득과정_직상2급(1차필기,2차실기)대비",이젠아카데미컴퓨터학원,50,1285400,20,36.6,38,경기,성남시
153,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,54,부산,동구
154,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,,부산,동구
155,산모신생아 건강관리사 양성,엘림평생교육원,15,373260,12,56.8,,부산,동구
156,원샷원킬! 직업상담사2급 필기대비반,한국이러닝협회,56,303240,500,32.5,40,서울,구로구
157,합격부터 취업까지! 직업상담사 2급 실기,사단법인 한국에듀테크산업협회,28,160380,500,,55,서울,강남구
158,직업상담사 실무과정,(주)조근혜 부설 대전직업상담사학원,18,385620,15,48.8,32,대전,서구
159,청소년상담사 3급 합격반(이론+기출),한국이러닝협회,56,424710,500,,49,서울,구로구
160,원샷원킬! 직업상담사2급 필기실기 종합반,한국이러닝협회,56,461890,500,32.5,43,서울,구로구
161,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,47,서울,구로구
162,원샷원킬! 직업상담사2급 실기대비반,한국이러닝협회,28,166620,500,32.5,,서울,구로구
163,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,32,서울,구로구
164,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,,서울,구로구
165,원샷원킬! 청소년상담사2급 자격대비반,한국이러닝협회,56,603400,500,,,서울,구로구
166,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,56,531630,500,29.3,40,서울,영등포구
167,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,187110,500,29.3,,서울,영등포구
