,과정명,학원명,기간,훈련비,정원,취업률,연령대
514,"멀티미디어 영상콘텐츠 제작(UI/UX디자인,모션그래픽,영상편집)",더조은컴퓨터아트학원,73,3489360,20,,29
515,스마트기기 UI/UX 웹디자인(웹퍼블리셔)-B,이젠컴퓨터학원,88,3933300,30,77.8,24
516,"시각디자인(편집디자인,광고디자인)양성과정-A",그린컴퓨터아카데미 신촌,98,3820920,20,84,23
517,(일반고)게임콘텐츠 그래픽전문가 제작 및 자격증 취득과정,서울게임학원,162,7171620,20,,17
518,환경디자인 양성,드림직업전문학교,124,4551390,20,,39
519,(일반고) 게임프로그래밍전문가 자격증 및 어플리케이션 제작 과정,서울게임학원,161,7171620,20,,17
520,(일반고)게임그래픽전문가 자격증취득 및 양성과정,서울게임아트학원,161,7171620,20,50,17
521,디지털디자인(웹&멀티미디어) 양성,(주)탑디자인학원,42,899040,10,55.4,33
522,스마트기기활용 디지털디자인(웹디자인&웹퍼블리셔) 과정,휴먼교육센터,95,4270440,30,,24
523,웹디자인&퍼블리셔 구직자과정,세잔IT직업전문학교,123,4158060,22,94.1,23
524,(일반고)멀티미디어콘텐츠제작(컴퓨터그래픽스운용기능사),대한상공회의소 경기인력개발원,187,7171620,30,,17
525,"[과정평가형] 실내건축기사 취득 과정 (인테리어, 캐드(CAD), 맥스(MAX)) A",강남 그린컴퓨터아카데미,152,5562000,20,66,26
526,"3D 환경인테리어 디자인(캐드,3DMAX,실내건축,스케치업)(A)",이젠아카데미평생교육원,75,3371400,20,83.9,24
527,"멀티미디어 콘텐츠 제작 (프리미어,에프터이펙트,C4D) 전문가 양성과정",그린컴퓨터아카데미,117,4361700,20,70.6,25
528,"시각옥외광고디자인(포토샵,일러스트,인디자인) 광고출판편집 취업과정",그린컴퓨터아트학원,85,3820920,20,66.3,26
529,게임 그래픽 디자인 제작 전문가 양성과정,서울게임아트학원,172,3925530,20,50,22
530,[일반고특화]게임그래픽전문가 양성(자격증취득),(재)고려직업전문학교,177,7171620,30,31.3,17
531,(일반고특화)게임컨텐츠 양성및 컴퓨터그래픽스운용기능사 취득,아이씨에이일산컴퓨터학원,176,7171620,30,,17
532,(일반고특화)디지털디자인양성(웹디자인기능사>Q자격),광컴직업전문학교,175,6547380,30,,17
533,(일반고특화) 디지털디자인 양성 및 웹디자인기능사 취득과정A,아이씨에이일산컴퓨터아트학원,176,6547380,30,,17
534,게임그래픽 전문가 양성 심화,엔조이씨지(EnjoyCG),160,4766710,19,26.3,25
535,( 스마트UXUI디자인 ) 웹디자인 웹퍼블리셔 (포토 일러 웹표준),두드림컴퓨터아카데미,88,3933300,20,,26
536,웹퍼블리셔(UIUX반응형웹디자인)전문가 양성과정(B),그린컴퓨터아카데미 수원,100,4270440,24,64.2,25
537,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,28
538,시각디자인 산업기사,주식회사분당이탱크,97,4228000,20,62.1,27
539,시각(옥내외광고)디자인 및 컴퓨터그래픽스운용기능사 취득과정,검단컴퓨터회계학원,185,6547380,18,,17
540,"(일반고특화)시각디자인A-컴퓨터그래픽스운용기능사,GTQ자격 취득",아이씨에이일산컴퓨터학원,176,6547380,30,58.1,17
541,"컴퓨터그래픽(포토샵,일러스트) GTQ자격증취득",이음컴퓨터디자인학원 영대점,36,674280,10,,30
542,"디지털영상편집(프리미어,에펙)과정",그린컴퓨터아카데미 수원,68,1629510,22,45.3,30
543,혼합훈련(원격+집체)스마트앱미디어콘텐츠 제작,은곡직업전문학교,116,4361700,20,,28
544,[과정평가형]웹디자인기능사양성A,(주)대신기술능력개발원,100,3539400,20,58.8,33
545,"디지털영상편집디자인(프리미어,에펙)",이젠컴퓨터아트2관학원,70,1573320,20,,26
546,"영상편집&모션그래픽제작(프리미어,에펙)",더조은컴퓨터아트학원,38,1067610,20,,33
547,"GTQ자격증(포토샵,일러스트)-시각디자인",주식회사 이젠컴퓨터아카데미,28,786660,20,60.4,28
548,스마트기기 UX/UI 디자인(앱&웹디자인) 양성과정,국제직업능력개발교육원 주식회사,109,4259200,20,,42
549,웹디자인기능사A(과정평가형),대우정보처리회계학원,74,3480410,30,,35
550,(2020과정평가) 실내건축산업기사A_노원,노원 그린컴퓨터아카데미,90,4348800,20,70,23
551,(과정평가형 자격) 실내건축산업기사 취득과정 A(실내건축디자인취업과정),그린컴퓨터아트학원,121,5073600,20,76.9,24
552,스마트문화앱(웹영상)콘텐츠제작양성과정,고려IT직업전문학교,104,5165490,25,75,28
553,시각디자인(옥외광고/편집) 구직자 양성과정,그린컴퓨터아카데미 부천,121,3371400,20,70.5,25
554,마야(MAYA) 3D애니메이션 영상그래픽(VFX) 전문가 양성과정,그린컴퓨터아카데미 신촌,78,1931610,20,50.2,24
555,그래픽디자인 및 쇼핑몰관리,대화직업능력개발원,32,1067610,10,52.8,32
556,"게임그래픽(2D,3D&마야)디자이너 양성",더조은컴퓨터아카데미,90,4486320,20,45.9,24
557,(일반고특화) 하이브리드 웹&앱 디자인 실무 및 자격취득과정,광주IT(아이티)학원,167,6547380,24,66.7,17
558,[웹디자인] 포토샵&일러스트 GTQ1급 자격증 취득과정,이젠IT컴퓨터아카데미,30,674280,12,52.5,24
559,"디지털 영상편집 (프리미어, 애프터이팩트) 취업전문과정",그린컴퓨터아트학원,58,1629510,20,61.5,28
560,"영상편집&모션그래픽제작(프리미어,에펙)",더조은컴퓨터아트학원,38,1067610,20,,28
561,(일반고특화)제품응용모델링기능사 자격증 취득 및 실무 과정,국제직업전문학교,176,6547380,30,69.4,17
562,동화캐릭터일러스트창작,서울일러스트미술학원,40,1495440,15,40,32
563,"그래픽실무(포토샵,일러스트,인디자인)",배움회계캐드컴퓨터학원,24,674280,10,43.6,29
564,"쇼핑몰&웹디자인(포토샵,일러스트)",더조은컴퓨터아트학원,60,1348560,20,,37
565,"디지털디자인(웹디자인,웹디자이너) 양성과정-A",그린컴퓨터아카데미 신촌,104,4270440,20,84,24
566,쉽게 배우는 마야3D,(사)한국디지털컨버전스협회,28,62370,500,,
567,모션그래픽 영상제작 실무자 양성과정,굿잡아카데미컴퓨터아트학원,50,1869300,20,80,24
568,제품디자인 및 3D프린팅모형제작양성과정(A),성심정보직업전문학교,121,4101870,20,76.5,24
569,[2020년 일반고]모바일UI/UX웹디자인(웹디자인기능사),이젠컴퓨터학원,162,6547380,20,77.8,17
570,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,32
571,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25,23
572,유니티(Unity) 프로그래밍 시작하기,(사)한국디지털컨버전스협회,28,62370,500,,
573,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41,29
574,쉽게 배우는 프리미어CC,(사)한국디지털컨버전스협회,28,62370,500,,34
575,쉽게 배우는 애프터이펙트,(사)한국디지털컨버전스협회,28,62370,500,,32
576,"그래픽실무자 양성(포토샵/일러스트/인디자인,포트폴리오)",주식회사인천직업능력개발원,45,1011420,20,,30
577,쉽게 배우는 시네마4D,(사)한국디지털컨버전스협회,28,62370,500,,
578,종합편집,(사)한국디지털컨버전스협회,28,62370,500,,
579,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41,40
580,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,27
581,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정",이젠아카데미,20,561900,20,48,28
582,그래픽 디자인 제작실무(일러스트&포토샵),The국제직업전문학교,60,1011420,20,,28
583,UI/UX를 활용한 모바일 디자인(웹&앱디자인)과 콘텐츠제작 양성,인천구월그린컴퓨터아트학원,100,4984800,20,,24
584,"영상편집&모션그래픽제작(프리미어,에펙)",더조은아이티아카데미학원,38,1067610,20,32.9,27
585,"웹디자인(웹퍼블리셔)양성과정(포토,일러,Html5,CSS)",부산더조은직업전문학교,50,1123800,20,43.8,25
586,언리얼엔진 게임프로그래밍 개발자 양성과정 A,재단법인 국제인재능력개발원,109,5420970,28,49.2,26
587,"(2020 과정평가형)실내건축기사 (인테리어 디자인, BIM)",서울현대직업전문학교 디지털구로캠퍼스,147,6489000,24,80.6,27
588,디자인 양성(포토샵+일러스트&그래픽실무),이노직업전문학교,35,786660,20,38.7,23
589,스마트기기 UI/UX 웹디자인(웹퍼블리셔) A,이젠아카데미,95,3933300,20,66.7,24
590,스마트기기 UI/UX 웹디자인&웹퍼블리셔 실무A,하이미디어컴퓨터디자인학원,96,4270440,25,77.1,25
591,콘텐츠 영상편집전문가,엠비씨방송아카데미학원,60,2243160,25,,28
592,"영상편집디자인(프리미어,에펙) 양성과정",더조은컴퓨터아트학원,70,1573320,24,52,25
593,[핵심쏙쏙]GTQ 1급 자격증(포토샵+일러스트),신청산컴퓨터학원,20,373860,10,45.2,29
594,"게임그래픽(2D,3D,언리얼엔진)콘텐츠전문가양성과정",시드학원,160,4984800,20,52.1,23
595,웹디자인(웹퍼블리셔)프론트앤드실무자양성 B,인천더조은컴퓨터아트학원,95,4270440,20,70.2,25
596,스마트기기반응형 UI/UX 웹디자인&웹퍼블리셔 A,하이미디어아카데미인재개발원,95,4270440,22,72.9,25
597,"영상편집(프리미어,에프터이펙트) 전문가 양성",인천 그린컴퓨터아카데미,73,1629510,20,45.5,28
598,"3D프린터를 활용한 제품디자인(캐드,맥스,라이노) B",더조은컴퓨터아카데미,88,3933300,20,72.2,26
599,제품디자인(CAD+3D모델링),동양직업전문학교,88,3933300,20,76.5,26
600,광고사진가 양성 및 사진기능사 취득과정,뷰사진학원,76,1990340,10,,26
601,시각편집(포토샵+일러스트+인디자인)GTQ그래픽기술자격증 취득과정,노원 그린컴퓨터아카데미,32,899040,20,53.8,24
602,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49,22
603,(일반고특화)스마트문화앱콘텐츠제작전문가양성과정(웹디자인기능사),고려IT직업전문학교,170,7595320,30,75,17
604,[일반고특화]게임기획/게임그래픽전문가 과정(컴퓨터그래픽스운용기능사),이젠IT컴퓨터아카데미,180,7171620,25,57.1,17
605,[일반고특화]2D·3D 게임그래픽 디자이너 양성(게임그래픽전문가 자격취득),연세직업전문학교,164,7645176,30,,17
606,의료기기 디자인,(사)강원의료기기산업협회,100,5187500,20,,22
607,(일반고특화)웹영상콘텐츠제작자양성과정(멀티미디어콘텐츠제작전문가),고려IT직업전문학교,170,7595320,30,75,17
608,[일반고특화]스마트웹콘텐츠개발 전문가 양성과정(웹디자인기능사),이젠아카데미컴퓨터학원,172,7171620,20,62.2,17
609,게임 프로그램 개발자 양성과정,서울게임학원,225,4205920,30,,26
610,(일반고특화)게임콘텐츠제작B,(주)세종교육,181,7595328,25,86.2,17
611,과정평가형 웹디자인기능사 취득과정 A,창원직업전문학교,86,3539400,20,67.9,26
612,스마트기기 반응형 웹디자인,광주국제직업전문학교,120,3933300,20,53.3,23
613,"일반고_웹디자인, 유튜브 영상, 모션그래픽(웹디자인기능사 자격취득)훈련A",(재)한국아이티교육재단 한국IT아카데미 구로,162,6738426,25,78.1,17
614,"멀티미디어콘텐츠제작&영상편집(프리미어,에프터이펙트,시네마4D)취업과정",그린컴퓨터아트학원,109,4984800,20,33.3,25
615,(일반고특화)게임그래픽디자이너양성과정(게임그래픽전문가),고려IT직업전문학교,170,7595320,30,75,17
616,[일반고]게임그래픽전문가 취득 및 실무 양성과정,(재)로이교육재단 경문실용전문학교,172,7645170,30,,17
617,(일반고특화)3D프린팅융합제품디자이너양성과정(제품응용모델링기능사),고려IT직업전문학교,170,6929470,30,80.4,17
618,"[일반고특화]게임콘텐츠(2D,3D,원화,이펙트,애니)제작",수원직업전문학교(구.경기남부직업전문학교),171,7595320,30,,17
619,[일반고특화_20년] 스마트웹컨텐츠디자이너양성(웹디자인기능사취득),(주)글로벌능력개발원,161,6738420,28,,17
620,(일반고특화)UI/UX디지털디자인A,(주)세종교육,181,6929472,25,83.3,17
621,게임 알고리즘 및 엔진 프로그래밍 양성과정,서울게임아트학원,120,2243160,20,51.1,26
622,"디지털영상편집디자인(프리미어,에펙)",더조은컴퓨터아트학원,35,1573320,20,45.3,25
623,디지털디자인(멀티미디어웹) 양성,(주)탑디자인학원,40,899040,10,55.4,25
624,방송영상편집&모션,방송정보국제교육원,122,5495040,28,79.9,24
625,게임콘텐츠개발자(프로그래밍)양성,부산예일직업전문학교,125,6231000,30,43.7,27
626,오토캐드(AutoCAD)입문양성과정,에꼴디자인학원,45,1011420,10,,29
627,스마트UI 웹디자인(웹퍼블리셔) 양성A,신한양직업전문학교,76,3371400,20,69.2,25
628,"시각디자인(포토샵,일러스트) 양성과정",고양여성인력개발센터,17,382090,20,,30
629,"시각디자인(광고,편집디자인)전문가 양성과정(A)",그린컴퓨터아카데미 수원,85,3820920,22,64.2,23
630,"광고홍보콘텐츠제작(포토샵, 일러스트, 프리미어, 에프터이펙트)",이젠아카데미,52,1620060,20,60.5,25
631,게임원화 전문가 양성과정,에스비에스(SBS)아카데미게임강남학원,90,2243160,20,,22
632,제품디자인(설계)를 위한 3D프린터활용,아성직업전문학교,86,3371400,22,81,29
633,맥스(3DMAX)를 활용한 게임콘텐츠&영상디자인 양성과정 (N.06),강남 그린컴퓨터아카데미,104,4797870,20,41.4,24
634,웹표준 UIUX 디자인(웹디자인&웹퍼블리셔) 취업과정,그린컴퓨터아카데미 성남,108,4214250,20,71.8,26
635,3D프린터활용 제품설계제작 (제품디자인산업기사 과정평가형) A,더조은컴퓨터아카데미,90,4348800,20,61.2,27
636,"디지털디자인 영상편집(일러스트, 포토샵, 프리미어, 에프터이펙트)",안산 그린컴퓨터아카데미,74,1629510,20,,27
637,"시각디자인(일러스트,포토샵,인디자인,옥외광고)양성",그린컴퓨터아카데미,85,3820920,20,78.8,25
638,"그래픽디자인(포토샵,일러스트)전문가 취업과정",하이미디어IT융합인재개발원,40,899040,20,,39
639,디지털디자인-반응형 웹디자인 전문가 양성과정,그린컴퓨터아트학원,100,4158060,20,51.3,27
640,시각디자인GTQ자격취득(일러스트&포토샵),더조은컴퓨터아트학원,40,899040,20,45.3,25
641,"광고시각디자이너양성 및 자격증(GTQ, 컴그(실기))취득(일러,포토,인디자인)",이젠컴퓨터아트서비스학원,48,1348560,20,47.4,30
642,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49,32
643,"웹디자인(웹퍼블리셔)양성과정(일러스트,포토샵,Html5,CSS)",더조은컴퓨터아트학원,50,1123800,10,,27
644,"디지털영상편집디자인(프리미어,에펙)",인천더조은컴퓨터아트학원,40,1573320,20,,26
645,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,28
646,"스마트기기 UI/UX디자인(디지털앱, 웹디자인) 양성과정",그린컴퓨터아트학원 안양,95,4270440,20,63.4,25
647,디지털디자인(그래픽&웹디자인)취업과정,더조은컴퓨터아트학원,72,2809500,20,72.2,24
648,"유튜브영상편집(프리미어,에펙,포토샵,일러스트레이터) 모션그래픽",그린컴퓨터아카데미광주학원,43,1869300,20,,29
649,그래픽디자이너양성(포토샵+일러스트+인디자인+포트폴리오),하우디자인캐드학원,48,1067610,10,43.9,26
650,"디지털영상편집디자인(프리미어,에펙)",주식회사 이젠컴퓨터아카데미,37,1629510,20,60.4,27
651,"광고콘텐츠(영상편집제작 프리미어,애프터이팩트) 훈련과정",그린컴퓨터아카데미 부천,49,1495440,20,,29
652,"영상편집&모션그래픽 제작(프리미어,애프터이펙트)",국제컴퓨터아카데미,60,1495440,20,,32
653,시각디자인(일러스트&포토샵),더조은퍼스트컴퓨터바리스타학원,25,561900,20,35.2,29
654,"디지털영상편집디자인(프리미어,에펙)",이젠아카데미컴퓨터학원,56,1573320,25,,26
655,"영상(유튜브)편집제작 (포토샵, 프리미어, 애프터이팩트) 취업전문과정",그린컴퓨터아카데미 성남,83,1869300,20,,26
656,(스튜디오실습)디지털&유튜브 영상편집,하이미디어IT융합인재개발원,57,1573320,20,,26
657,"디지털영상편집디자인(프리미어,에펙)",이젠아카데미컴퓨터학원,50,1404750,20,,26
658,(일반고) 웹디자인기능사 자격증 취득 및 디지털디자인 양성과정,(주)미래산업교육원 북부직업전문학교,175,6547380,20,57.1,17
659,"(일반고특화)디지털디자인(웹디자인기능사,GTQ)",(재단법인)백제직업전문학교,175,6547380,20,64.3,17
660,"[과정평가형]실내건축산업기사(3D인테리어, 캐드, 스케치업) A",이젠아카데미,88,4228000,24,66.7,25
661,포토샵&영상편집(프리미어/에펙),윤성회계캐드컴퓨터학원,30,674280,15,40.5,33
662,스마트 앱&영상콘텐츠-멀티미디어콘텐츠제작,주식회사 이젠컴퓨터아카데미,101,4984800,20,69.7,23
663,[일반고]디지털디자인&컴퓨터그래픽스운용기능사,부천우리직업전문학교,175,6547380,20,,17
664,게임 2D 캐릭터 디자인 전문가 양성과정,서울게임학원,119,2224460,20,58.9,24
665,"그래픽디자인실무&그래픽자격증취득(포토샵,일러스트)",셈틀회계캐드그래픽컴퓨터학원,30,842850,15,80,30
666,실내디자인 실무 양성과정(A),부산부경직업전문학교,80,3865600,20,61.5,25
667,유니티(Unity) 프로그래밍 시작하기,(사)한국디지털컨버전스협회,28,62370,500,,41
668,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41,45
669,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,25
670,쉽게 배우는 시네마4D,(사)한국디지털컨버전스협회,28,62370,500,,
671,종합편집,(사)한국디지털컨버전스협회,28,62370,500,,
672,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41,53
673,마야(MAYA & VFX) 3D 전문가 과정,(사)한국디지털컨버전스협회,33,1442520,500,,
674,제이크리에이터 창직과정,주식회사아르케,34,3219500,100,,21
675,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,41
676,디지털디자인(웹디자인/일러스트/포토샵),(주)허브컴퓨터회계아트학원,40,899040,14,45.3,26
677,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25,53
678,쉽게 배우는 애프터이펙트,(사)한국디지털컨버전스협회,28,62370,500,,29
679,쉽게 배우는 프리미어CC,(사)한국디지털컨버전스협회,28,62370,500,,33
680,쉽게 배우는 마야3D,(사)한국디지털컨버전스협회,28,62370,500,,
681,"[원격+집체훈련] 영상 모션 편집(포토샵, 프리미어, 애프터이펙트)",(사)한국디지털컨버전스협회,62,1298550,500,41,
682,3D프린터기반 캐릭터목업제작 양성,비에이치쓰리디(BH3D)조형학원,60,2559500,20,48.3,29
683,1인유튜브 크리에이터 영상편집 양성과정,그린컴퓨터아카데미,45,1246200,20,,27
684,(과정평가형)웹디자인기능사(A),동양직업전문학교,60,2359600,20,76.5,25
685,광고콘텐츠(3D 모션그래픽)전문가 양성과정,더모션아카데미학원,60,1869300,20,,24
686,"포토샵,일러스트를 활용한 홍보판촉물 디자인",(주)이젠컴퓨터아카데미안산,32,899040,20,,25
687,"영상편집(포토샵,일러스트,프리미어,에펙)+온라인(블로그,SNS)마케팅 실무",하이미디어아카데미,60,1869300,20,,28
688,VR3D콘텐츠그래픽제작전문가양성,(학교법인)인하대학교,160,7975680,25,42.6,24
689,모션그래픽 영상제작 실무자 양성과정,굿잡아카데미컴퓨터아트학원,60,1869300,15,,25
690,온라인게임 프로그래밍 개발자 양성과정,쥬신게임개발학원,160,4984800,30,40.8,25
691,문화콘텐츠프로그램개발,(학교법인)인하대학교,204,10168990,25,42.6,24
692,빅데이터문화콘텐츠기획전문가양성,(학교법인)인하대학교,205,10218840,25,42.6,24
693,"디지털영상편집디자인(프리미어,에펙)-디지털디자인",그린컴퓨터아트학원 천안,58,1629510,20,,27
694,"디지털디자인(웹퍼블리셔, 웹디자인) 전문가 양성과정",그린컴퓨터아카데미 부천,141,3933300,20,70.5,23
695,"환경디자인[캐드(CAD), 맥스(MAX),스케치업(SketchUp)] 실무과정",그린컴퓨터아트학원,105,4551390,20,66.3,26
696,CAD 캐드실무능력평가(CAT) 2급 자격증,남승화직업전문학교,25,561900,15,50,47
697,유니티 게임 프로그래밍 전문가 양성과정,에스비에스(SBS)아카데미게임강남학원,144,5358660,20,,25
698,(과정평가형 자격)웹디자인기능사 취득과정 B (웹퍼블리셔 양성과정),그린컴퓨터아카데미 부산,105,3539400,20,63.4,26
699,[과정평가형] 웹디자인기능사 (웹퍼블리셔)A,그린컴퓨터아트학원,95,3303440,20,90,25
700,"모션그래픽&영상편집(포토샵,프리미어,에프터이펙트)",더조은컴퓨터아트학원,40,1123800,20,40,27
701,"사진기능사자격증 취득 및 인물,제품사진촬영 및 리터칭과정",서울사진미디어컴퓨터학원,75,2003700,14,43.4,31
702,웹표준기반 디지털디자인(웹&앱),(주)나눔디지털디자인학원,49,1629510,20,,25
703,"디지털영상편집디자인(프리미어,에펙)",그린컴퓨터아트학원,73,1629510,20,,26
704,3D프린터를 활용한 제품디자인 양성과정A,다옴직업전문학교,128,4495200,25,81.3,30
705,"디지털편집디자인(포토샵,일러스트,인디자인,E-BOOK)",더조은퍼스트컴퓨터바리스타학원,50,1123800,20,35.2,27
706,방송영상편집&모션,방송정보국제교육원,122,5495040,28,79.9,25
707,"영상편집&모션그래픽제작(프리미어,에펙)",부산더조은직업전문학교,38,1067610,20,43.8,29
708,영상을 활용한 UI/UX 웹디자인&웹퍼블리셔,하이미디어컴퓨터디자인학원,96,4270440,22,,25
709,[과정평가형] 반응형 앱 & 웹디자인 콘텐츠 제작 A,더조은컴퓨터아트학원,75,3539400,20,74.6,27
710,"유튜브크리에이터 영상편집(프리미어,에펙)-시각디자인",이젠컴퓨터학원,38,1067610,20,,23
711,"영상편집(프리미어,에펙)&유튜브크리에이터",더조은컴퓨터학원,24,1067610,20,38.1,29
712,실무 방송영상전문가 과정,아시아창의방송평생교육원,47,2342850,20,,
713,"디지털영상편집디자인(프리미어,에펙)",이젠아카데미컴퓨터학원,56,1573320,20,,28
714,엔터비즈니스 콘텐츠 기획자 양성과정 A,(주)알비더블유,68,4128200,30,,22
715,software를 활용한 1인 미디어 영상콘텐츠 제작 과정 교육,상명대학교천안산학협력단,64,4830500,20,,23
716,유튜브 크리에이팅 영상편집(유투브동영상),서울IT직업전문학교,12,373860,20,27.3,44
717,"그래픽디자인(프리미어,에프터이펙트)유튜브 영상편집과정",그린컴퓨터아트학원 안양,56,1573320,20,,29
718,반응형웹제작실무(프론트앤드),부산더조은직업전문학교,56,1573320,20,43.8,29
719,"광고콘텐츠영상제작(프리미어,애펙)+유튜브크리에이터",레브아트컴퓨터학원,61,1869300,20,36.4,25
720,제품설계(3D프린팅 활용) 및 모형제작 과정,국제직업전문학교,122,4495200,30,69.4,25
721,"디지털디자인 영상제작(프리미어, 에프터이펙트)전문가양성과정",그린컴퓨터아트학원,58,1629510,20,,28
722,스마트기기 UI/UX 웹퍼블리셔 A,이젠컴퓨터아트학원,88,3933300,30,73.8,24
723,반응형 UI/UX 웹디자인(웹퍼블리셔),그린컴퓨터아카데미,98,4270440,20,78.8,25
724,"시각(영상)편집디자인(프리미어, 애프터이펙트) 입문과정",강남 그린컴퓨터아카데미,49,1067610,20,40.6,30
725,"반응형 웹디자인/포토샵, 일러스트 과정",센텀직업전문학교,25,561900,20,,33
726,영상 미디어 편집 실무과정,주식회사국제,59,2550775,20,,22
727,반응형/웹퍼블리셔/프론트엔드 웹개발자[웹디자인],더휴먼컴퓨터아트아카데미,110,4270440,20,71.4,24
728,( 웹디자인 ) 포토샵 일러스트 GTQ1급 자격증,두드림컴퓨터아카데미,30,674280,20,,32
729,"시각편집디자이너 입문과정(포토샵,일러스트,인디자인)",(주)울산KH정보교육원,40,899040,20,35.6,32
730,웹디자인&그래픽스운용기능사실기,셈틀회계캐드그래픽컴퓨터학원,50,1123800,15,80,25
731,"그래픽디자인&영상편집(프리미어,애프터이펙트)",더조은컴퓨터아트학원,48,1348560,20,,30
732,멀티미디어콘텐츠 (스마트앱/반응형 웹디자인) 전문가 양성,양정인력개발센터,90,4486320,20,,25
733,"멀티미디어콘텐츠(촬영, 영상편집, 모션그래픽, UI/UX 디자인)제작 양성 C2",(재)한국아이티교육재단 한국IT아카데미 구로,108,5296350,20,69.5,26
734,웹표준과 접근성을 고려한 반응형 웹사이트 제작,(주)탑디자인학원,40,899040,10,55.4,27
735,3D프린터활용 3차원모델링 설계 실무과정,주식회사국제,59,2550775,20,,23
736,디지털디자인(웹디자인)양성과정,이음컴퓨터디자인학원 영대점,80,1348560,10,,29
737,"영상편집, 모션그래픽(프리미어, 에펙)디자이너 취업과정",그린컴퓨터디자인학원,61,1348560,20,,29
738,웹디자인&웹퍼블리셔 (스마트UX/UI ) 디지털디자인 양성과정 A,그린컴퓨터아트학원,95,4270440,20,76.9,24
739,멀티미디어콘텐츠,대한상공회의소 경기인력개발원,126,5296350,30,,24
740,"영상편집디자인 & 유튜브동영상(프리미어,에펙)",(주)이젠컴퓨터아카데미안산,56,1573320,20,,28
741,"광고영상콘텐츠(프리미어,에펙)&3D모션그래픽제작",더조은컴퓨터아트학원,50,1557750,20,,29
742,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,30,674280,20,43.2,29
743,모바일 앱 & 웹디자인(웹퍼블리셔),이젠컴퓨터학원,100,3933300,20,61.5,27
744,환경디자인 양성과정,한양직업전문학교,101,3967010,21,58.3,33
745,[핵심쏙쏙]GTQ 1급 자격증(포토샵+일러스트),신청산컴퓨터학원,20,373860,10,45.2,26
746,"디지털영상편집디자인 및 모션그래픽제작(포토샵,일러스트,프리미어,에펙)",(주)울산KH정보교육원,50,1123800,20,35.6,24
747,"영상편집디자인 & 유튜브동영상(프리미어,에펙)",이젠컴퓨터아트학원,62,1573320,20,48.1,30
748,쇼핑몰구축과 웹디자인실무,인컴트랜드평생교육원,49,1629510,20,76.3,30
749,"그래픽디자인(포토샵, 일러스트, GTQ1급)기초+활용과정",이젠아카데미컴퓨터학원,30,674280,20,38.5,43
750,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49,26
751,게임프로그래밍개발자 양성(유니티3D),더조은컴퓨터아카데미,105,5234040,20,45.9,25
752,디자인편집과영상편집&유튜브영상제작,배움회계캐드컴퓨터학원,48,1067610,10,43.6,26
753,쉽게 배우는 애프터이펙트,(사)한국디지털컨버전스협회,28,62370,500,,32
754,쉽게 배우는 마야3D,(사)한국디지털컨버전스협회,28,62370,500,,
755,"[원격+집체훈련] 영상 모션 편집(포토샵, 프리미어, 애프터이펙트)",(사)한국디지털컨버전스협회,62,1298550,500,41,
756,유니티(Unity) 프로그래밍 시작하기,(사)한국디지털컨버전스협회,28,62370,500,,
757,쉽게 배우는 시네마4D,(사)한국디지털컨버전스협회,28,62370,500,,30
758,"모바일 웹 & 앱디자인(웹퍼블리셔,jquery, vue.js)(B)",이젠아카데미평생교육원,90,4045680,20,83.9,25
759,모바일 앱&웹디자인(웹퍼블리셔)-디지털디자인,주식회사 이젠컴퓨터아카데미,88,3933300,30,84.6,25
760,[2020년 과정평가형자격]스마트UI/UX웹디자인(웹디자인기능사)A,이젠아카데미컴퓨터학원,100,3539400,30,,24
761,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,34
762,쉽게 배우는 프리미어CC,(사)한국디지털컨버전스협회,28,62370,500,,38
