,과정명,학원명,기간,훈련비,정원,취업률,연령대
2447,일식조리기능사(이론/실기)&일본 가정식요리,한국제일요리커피학원,25,759500,18,46.4,35
2448,한식조리기능사 자격증 취득과정(이론+실기),뉴브레인직업전문학교,20,607600,10,,34
2449,한식조리기능사 자격취득과정(이론+실기),대전YWCA여성인력개발센터,30,683550,20,56,51
2450,바리스타입문(바리스타2급+홈카페마스터+커피음료제조)양성과정,성북커피학원,24,738810,18,44.2,35
2451,"한식,양식조리기능사 취득과정",와이제이(YJ)요리나라조리학원,48,1435450,16,,21
2452,한식조리기능사 및 양식조리기능사 취득,이영자요리학원,40,1503810,20,46.2,33
2453,"커피바리스타 실무양성(2급자격증, 브루잉, 라떼아트)",학교법인 숭실대학교 숭실호스피탈리티직업전문학교,19,1154400,18,,
2454,카페매니져과정,(주)강원인재개발원,17,654160,16,55.8,38
2455,커피바리스타 2급자격증 취득과정,커피인바리스타학원,20,461760,12,42.9,32
2456,커피 바리스타 자격증 2급 취득과정,"한쿡외식문화학원(요리,제과제빵,바리스타,조리)",27,615680,18,39.5,40
2457,커피바리스타 2급자격증 취득과정,커피인바리스타학원,15,461760,12,42.9,39
2458,한식조리기능사 자격취득과정(이론/실기),한국제일요리커피학원,27,820260,20,46.4,44
2459,양식조리기능사(이론+실기)취득과정,에듀셰프요리제과제빵교육원,23,698740,18,50.5,42
2460,중식조리기능사 취득 (이론+실기),경남요리제과제빵커피학원,27,607600,18,50,41
2461,한식조리기능사 자격 취득과정(이론+실기),김해영지요리직업전문학교,36,820260,15,50,42
2462,한식조리기능사취득과정(이론+실기),서면요리학원,27,820260,15,41.2,46
2463,한식조리기능사(이론+실기)취득 과정,에듀셰프요리제과제빵교육원,27,812660,18,50.5,40
2464,중식조리기능사 및 일식조리기능사 취득과정(이론 및 실기),에듀셰프요리직업전문학교,32,850640,12,46.1,40
2465,"커피 바리스타 전문가 양성과정(로스팅,추출심화,라떼아트)",코코커피바리스타학원,25,769600,12,51.9,37
2466,"한식조리기능사 자격증 취득과정(필기,실기)",다옴직업전문학교,29,1101270,20,78.9,37
2467,커피 바리스타 향상과정(라떼아트/카페음료/브루잉),한국제일요리커피학원,30,923520,10,36.8,42
2468,양식조리기능사(이론+실기)취득과정,에듀셰프요리직업전문학교,26,698740,12,46.1,36
2469,일식조리기능사실기자격증반,한라조리직업전문학원,14,470890,15,45.6,42
2470,커피 바리스타 디저트(베이커리)카페 실무,경일직업능력개발원,37,1139000,18,29.8,42
2471,"커피 바리스타 자격증 2급 취득 과정(필기,실기)",헤럴드커피교육학원,25,577200,10,,39
2472,양식조리기능사자격취득과정(필기+실기),엠쿡요리학원,27,820260,12,,41
2473,한식조리기능사 자격 취득과정(이론+실기),원선나라요리제과제빵학원,25,759500,10,,41
2474,반찬조리전문가(민간)자격증취득과정,전통외식조리직업전문학교,30,911400,18,61.5,56
2475,중식조리기능사 자격증취득과정(이론+실기2회 반복),세종요리칵텔학원,24,546840,10,57.1,47
2476,한식조리기능사 자격취득(이론+실기),음식나라조리학원,30,683550,15,,38
2477,바리스타 2급 자격증 (이론+실기) 취득과정,(주)상록호텔조리직업전문학교,20,538720,18,56.3,39
2478,한식 및 양식조리기능사 자격취득과정(이론+실기),홍천요리제과제빵학원,48,1435450,16,,45
2479,양식 및 중식조리기능사 자격 취득과정(이론+실기),이성실요리커피제빵학원,43,1291150,12,52.4,46
2480,한식조리기능사 자격증 실기취득과정,하나요리학원,35,668360,14,51.4,49
2481,한식조리기능사 자격증취득과정(이론+실기2회반복),세종요리칵텔학원,30,797470,10,57.1,44
2482,커피바리스타 취업실무과정,부산씨엔티바리스타학원,35,1077440,20,32.9,37
2483,바리스타(2급) 자격취득반,로빈커피교육학원,23,708030,10,,37
2484,바리스타2급자격증&카페실무,수원외식관광직업전문학교,42,969690,12,73,32
2485,양식조리기능사 자격 취득과정(이론+실기),언양조리학원,26,789880,6,,54
2486,한식조리기능사 자격취득과정(실기),킴앤쿡남구요리전문학원,18,546840,13,,41
2487,NEW 브런치 실무자 양성반,한솔요리제과제빵아카데미,30,911400,24,40.5,37
2488,양식조리기능사 자격취득과정(이론+실기),해운대음식나라조리학원,26,789880,10,,44
2489,현장에서 바로 쓰는 실무 반찬,"한쿡외식문화학원(요리,제과제빵,바리스타,조리)",25,562030,20,59.1,46
2490,한식조리기능사 자격취득(이론실기),해운대직업전문학교,26,774690,15,66.7,36
2491,"커피 바리스타 2급 및 라떼아트 자격증 취득과정(필기,실기)",다옴직업전문학교,38,1154400,24,82.1,30
2492,한식조리기능사 자격취득과정(실기),킴앤쿡남구요리전문학원,24,546840,13,,43
2493,커피바리스타 자격취득과 실무과정,둔산음식나라조리제과커피학원,39,1154400,16,38.2,36
2494,커피바리스타2급자격 + 라떼아트,한솔요리커피제과제빵아카데미,33,1000480,20,43.3,38
2495,바리스타 2급 취득 및 카페메뉴 실무 과정,NEW국제직업전문학교,33,992780,12,37.9,32
2496,커피바리스타,구미직업전문학교,38,1154400,18,61.4,39
2497,로스트마스터(로스팅)와 커피지도사1급(핸드드립) 자격취득과정,위례커피학원,25,769600,18,,31
2498,(이론+실기) 한식조리기능사 자격취득,뉴영남요리제과제빵아카데미,36,820260,10,52.4,46
2499,한식양식중식조리기능사취득과정(필기+실기),혜성요리전문학원,66,2005080,18,32.6,24
2500,"(이론+실기) 한식,양식조리기능사 자격취득",뉴영남요리제과제빵아카데미,51,1473430,12,52.4,40
2501,바리스타 자격증 취득과정(1급2급 이론/실기),충주제빵커피학원,30,923520,18,,43
2502,한식양식조리기능사 취득과정(이론&실기),이화요리학원,50,1503810,13,61.9,42
2503,한식조리기능사 자격 취득과정(이론+실기),포항중앙요리오거리점학원,36,820260,19,40.7,42
2504,양식조리 자격취득과정 (이론+실기),그린요리학원,22,820260,20,59.4,42
2505,바리스타 2급 자격증 취득과정,궁전요리제빵미용직업전문학교,23,692640,18,45.9,37
2506,카페브런치조리사과정,김해영지요리직업전문학교,30,911400,10,50,42
2507,바리스타 구직자 양성과정6 (바리스타1급자격증+라떼아트+실무과정),챕터원커피바리스타학원,24,738810,12,,29
2508,바리스타 구직자양성과정4(로스트마스터+커피지도사2급1급자격증취득과정),챕터원커피바리스타학원,37,1139000,10,,29
2509,"커피바리스타양성과정(2급,1급,라떼아트,카페메뉴)",한국호텔관광실용전문학교,70,1616160,20,58.2,41
2510,NCS한식조리기능사취득,시흥여성인력개발센터,31,762580,12,57.7,42
2511,한식조리기능사 취득(이론+실기),한국조리사관직업전문학교,24,911400,30,45.5,40
2512,한식조리기능사 취득(이론+실기),다인요리전문학원,26,789880,8,47.3,53
2513,중식조리기능사취득(이론+실기),북구음식나라조리학원,20,607600,12,43.1,42
2514,바리스타 2급 취득과정,보령여성인력개발센터,25,800000,10,40,51
2515,카페 바리스타 2급1급 자격취득 및 양성과정 (필기+실기),한주요리제과커피직업전문학교,37,1139000,12,51.7,40
2516,바리스타중급(바리스타1급+커피기계수리)양성과정,성북커피학원,28,861950,15,44.2,33
2517,양식조리사 자격증 취득과정(실기),중앙요리학원,31,706330,10,38.1,36
2518,한식조리기능사취득과정(필기/실기),동래김경묘요리학원,26,789880,16,35,34
2519,한식조리 - 밑반찬(찬품)조리 과정,김해영지요리직업전문학교,33,1002540,15,50,50
2520,양식조리기능사 자격취득과정(실기),킴앤쿡남구요리전문학원,18,546840,13,,46
2521,한식조리기능사취득-(이론+실기),기장요리학원,25,762800,10,46.9,43
2522,한식양식중식조리기능사취득과정,논현요리제과커피학원,67,2035460,20,60,42
2523,반찬조리실무취업과정,(주)씨아이케이한국외식조리직업전문학교(CIK),50,1139250,20,60.6,45
2524,커피바리스타 라떼아트,주식회사한국인재양성교육원,16,369400,15,40.8,34
2525,커피 바리스타 베이직반 (바리스타 2급자격증 실기),한솔제과제빵커피바리스타학원,25,769600,15,28.8,36
2526,퓨전선술집실무조리,신동경요리커피학원,30,911400,14,37.2,52
2527,커피바리스타2급자격증취득과정(이론+실기),이성실요리커피제빵학원,20,615680,12,26.2,31
2528,"양식조리기능사(필기,실기)와 브런치메뉴",은평여성인력개발센터,23,748740,20,52.8,45
2529,커피 바리스타2급 취득과정,존스커피바리스타학원,22,677240,12,37.2,34
2530,커피바리스타2급 자격증,주식회사한국인재양성교육원,25,769600,18,40.8,44
2531,커피바리스타 2급 자격증 취득과정,간석마스터커피학원,33,746510,12,75,37
2532,"바리스타,로스팅 자격증 취득 및 실무자 양성과정(2급+라떼아트+로스팅)",한국직업능력전문학원,30,1154400,10,50,42
2533,바리스타 양성 및 자격증 취득과정,군산명문요리직업전문학교,40,915820,12,53.4,46
2534,한식+양식조리기능사 자격증취득(이론+실기),북구음식나라조리학원,49,1488620,15,43.1,45
2535,한식조리기능사자격취득과정,(주)씨아이케이한국외식조리직업전문학교(CIK),37,835450,24,60.6,35
2536,바리스타2급자격증&카페실무,수원외식관광직업전문학교,42,969690,12,73,40
2537,"커피바리스타 실무 및 자격취득(2급,카페음료)&브런치",광주국제직업전문학교,38,1069740,12,30.7,32
2538,중식조리기능사취득과정 이론+실기,예미요리직업전문학원,27,607600,10,33.3,28
2539,밑반찬조리사 양성,다인요리전문학원,18,602020,12,47.3,45
2540,한식조리기능사 자격증 취득반 (이론+실기),김미연요리제과제빵학원,27,820260,15,64.7,40
2541,커피바리스타양성(2급자격증),은곡직업전문학교,17,769600,10,59.5,26
2542,양식+중식 조리기능사 자격증 취득반(이론+실기),김미연요리제과제빵학원,42,1275960,15,64.7,33
2543,한식조리기능사 취득과정(이론 + 실기),의정부 직업전문학교,27,820260,16,49.6,41
2544,양식조리기능사(이론+실기),음식나라조리학원,36,820260,12,38,35
2545,출장요리사,다인요리전문학원,20,750000,12,47.3,49
2546,양식조리기능사 취득과 브런치조리 양성과정,둔산음식나라조리제과커피학원,40,900000,18,50.8,41
2547,바리스타 자격증 취득과정(1급2급 이론+실기),제천제빵커피학원,37,1199000,18,79.1,40
2548,한식조리기능사자격취득과정,(주)한국외식조리직업전문학교 연수점,37,835450,26,58.8,34
2549,"조리기능사자격증실기(한식,양식,중식)",와이제이(YJ)요리나라조리학원,56,1701280,16,,44
2550,"한식,양식자격증 실기 취득과정",(주)한솔외식창업아카데미,38,1139250,18,36.6,38
2551,한식조리기능사 취득(이론+실기),윤옥희요리직업전문학교,34,774690,18,48.9,43
2552,한식조리기능사 자격증(이론+실기) 및 단체급식 실무과정,대전음식나라조리제과제빵학원,43,1154440,16,32.1,47
2553,한식조리기능사 실기대비 및 급식조리사 양성과정,한솔요리학원,23,691140,20,42.9,42
2554,일식조리 오로시스시과정,타츠원스시아카데미학원,33,1599500,10,58.3,31
2555,양식조리기능사취득(이론+실기),북구음식나라조리학원,27,820260,12,43.1,41
2556,커피바리스타(자격취득 및 커피실무)양성과정,비엠커피학원,38,1154400,12,48.4,39
2557,커피바리스타2급자격증취득과정(핸드드립+라떼아트),제일요리아카데미학원,20,754200,6,,39
2558,한식+양식조리 자격증 취득과정,전남요리제빵학원,60,1367100,16,,31
2559,퓨전브런치 실무자 양성과정,한솔요리학원,22,710760,20,42.9,37
2560,한식양식조리기능사 실기완성과정,한솔요리아카데미 강동,30,961400,20,48.1,34
2561,커피바리스타양성과정(2급취득+홈카페마스터),마이스터커피바리스타전문학원,30,923520,12,40.9,34
2562,한식조리기능사 취득과정(이론+실기),해성요리제과제빵학원,36,820260,16,49.4,41
2563,중식+일식조리 자격증 취득과정,전남요리제빵학원,40,911400,10,,44
2564,양식조리기능사+중식조리기능사자격취득과정(이론+실기),군산명문요리직업전문학교,40,911400,12,59.3,43
2565,일식조리기능사 취득(실기)과 실무과정,둔산음식나라조리제과커피학원,35,1050000,10,50.8,38
2566,국제SCA Intermediate자격증 및 커피바리스타양성과정,학교법인 숭실대학교 숭실호스피탈리티직업전문학교,13,677240,18,,38
2567,밑반찬 조리사(찬모) 양성과정,한솔요리아카데미영등포,27,820260,12,32.4,56
2568,커피바리스타2급 자격증취득+카페음료,한솔요리제과제빵아카데미,30,923520,20,37.7,36
2569,바리스타 양성과정(바리스타2급),세종바리스타학원,32,985080,12,,35
2570,양식.중식조리기능사 취득(이론&실기),한선생직업전문학교,36,820260,16,53.4,31
2571,한식조리기능사 실기 및 찬품조리과정,김지순요리제과직업전문학교,30,683550,16,48,37
2572,커피바리스타 자격취득과 실무과정,둔산음식나라조리제과커피학원,38,1154400,16,38.2,38
2573,커피바리스타 2급자격증 취득과정,커피인바리스타학원,15,461760,12,42.9,30
2574,바리스타 양성과정(바리스타2급),창원커피맵(M.A.P.)아카데미학원,44,1015870,12,31.3,41
2575,한식가정식 밑반찬실무과정,한솔요리아카데미 강동,23,657600,20,48.1,46
2576,바리스타양성,제너럴커피학원,20,615680,12,48.3,28
2577,"일식,중식조리기능사취득과정(이론+실기)",서면요리학원,35,1063300,10,41.2,51
2578,"한식, 양식 조리기능사 취득과정",강승희요리실용전문학교,35,1503810,11,100,34
2579,바리스타2급자격증취득,(주)한국외식조리직업전문학교,33,769600,20,54.6,37
2580,한식조리기능사 취득,라임요리제과제빵학원,27,820260,12,40.4,39
2581,라떼아트 카페메뉴과정(바리스타1급자격증),고양커피학원,30,923520,18,32.7,37
2582,커피 바리스타 1급 양성과정(바리스타 1급 + 라떼아트),존스커피바리스타학원,24,738810,12,37.2,33
2583,한식조리기능사 자격 취득과정(이론+실기),마스터요리학원,28,835450,12,44.4,34
2584,바리스타 2급 취득 및 카페메뉴 실무 과정,NEW국제직업전문학교,33,992780,12,37.9,25
2585,한식조리기능사 자격 취득과정(이론+실기),이성실요리커피제빵학원,28,835450,12,52.4,43
2586,커피바리스타(2급)취득 및 카페베이커리,논현요리제과커피학원,31,954300,12,41,42
2587,한식조리기능사자격취득(이론+실기),금정음식나라조리학원,43,979750,18,,45
2588,한식조리기능사 자격 취득과정 (이론+실기),맛드림요리학원,36,820260,10,,42
2589,"한식, 양식, 중식 자격증 취득과정(이론+실기)",해성요리제과제빵학원,62,1883560,12,49.4,26
2590,양식 및 중식조리기능사 취득과정,(주)상록호텔조리직업전문학교,43,1291150,28,75.2,45
2591,바리스타양성과정(바리스타2급자격증),고양커피학원,30,923520,18,32.7,45
2592,"한식조리기능사 자격증 대비반(이론,실기)",관악여성인력개발센터,23,698740,12,37.5,45
2593,한식조리기능사 자격증 취득과정,서부요리학원,36,820260,13,37.8,55
2594,커피바리스타중급과정(1급취득+라떼아트),마이스터커피바리스타전문학원,25,769600,10,40.9,33
2595,양식조리기능사 자격증 대비반(실기),관악여성인력개발센터,18,546840,12,37.5,47
2596,양식조리기능사실기자격증반,한라조리직업전문학원,18,531650,15,45.6,38
2597,중식조리기능사 자격취득과정(이론+실기),한빛요리학원,24,546840,10,,53
2598,카페바리스타자격증취득(이론+실기),김희진 요리제과제빵바리스타 학원,34,784990,10,,37
2599,커피바리스타 실무자 양성과정(2급 자격증),신세계제과제빵전문학원,30,923520,10,,41
2600,커피 브루잉 실무과정(핸드드립),커피문화원직업전문학교,24,554110,16,47.1,36
2601,커피바리스타 입문자 및 자격증 과정,목포국제직업전문학교,50,1154400,12,29.8,46
2602,반찬조리실무취업과정,(주)씨아이케이한국외식조리직업전문학교(CIK),50,1139250,20,60.6,55
2603,커피바리스타 자격증 취득과정(초급),한국음식문화직업전문학교,25,577200,18,47.4,36
2604,카페취업창업 준비과정(커피음료제조+카페디저트+창업준비),창원식음료직업학교,17,769600,12,,33
2605,한식조리기능사 취득과정(이론+실기),음식나라조리학원,25,759500,15,50.7,41
2606,커피 바리스타 입문(바리스타자격취득),커피문화원강서지점바리스타학원,30,923520,20,,36
2607,커피바리스타 구직자과정(2급자격취득+로스팅+카페음료),창원식음료직업학교,25,1139000,12,,33
2608,양식조리기능사 자격증 취득과정(이론+실기),한솔요리학원종로3가점,23,683550,20,48.8,34
2609,커피 바리스타 입문(바리스타자격취득),커피문화원직업전문학교,30,923520,20,47.1,35
2610,한식조리기능사 자격 취득과정(이론+실기),군산명문요리직업전문학교,35,797470,16,59.3,40
2611,중식및일식조리기능사실기,동구음식나라조리학원,30,797470,8,45.9,40
2612,한식조리기능사(이론+실기),음식나라조리학원,36,820260,12,38,48
2613,커피브루잉실무과정(핸드드립+커피지도사1급취득),마이스터커피바리스타전문학원,24,554110,10,40.9,33
2614,커피바리스타양성과정,몽상가인직업전문학교,30,923520,12,,38
2615,"바리스타,로스팅 자격증 취득 및 실무자 양성과정(2급+라떼아트+로스팅)",한국직업능력전문학원,38,1154400,10,50,41
2616,바리스타 2급 자격취득,효성직업능력개발원,33,761900,12,57.6,32
2617,"라떼아트,커피추출과정(중급)",한국음식문화직업전문학교,25,577200,18,47.4,44
2618,커피 바리스타 자격증 취득과정,The국제직업전문학교,38,1154400,15,35.6,33
2619,한식조리기능사 자격증취득(필기+실기),주식회사 퍼스트아카데미,28,835450,15,47.5,40
2620,일식조리기능사과정(필기+실기),한솔요리아카데미 강동,19,612030,10,48.1,32
2621,양식조리기능사(실기),신선생요리전문학원,25,569620,12,50,42
2622,한식조리기능사자격증취득과정(필기+실기2회반복),한솔요리아카데미영등포,27,820260,27,32.4,47
2623,바리스타기초과정(바리스타2급+홈카페마스터+커피음료),천안아산바리스타학원,20,615680,15,,33
2624,브런치&파스타 조리실무 양성과정,윤옥희요리직업전문학교,32,729120,12,48.9,54
2625,중식조리기능사 취득(이론+실기),윤옥희요리직업전문학교,26,592410,12,48.9,38
2626,커피바리스타(음료제조 및 라떼아트)양성과정,비엠커피학원,34,1031260,6,48.4,36
2627,양식조리실무,한국산업연수원충북직업전문학교(주),37,1701160,24,,37
2628,커피바리스타 자격 취득과정(이론+실기),동양요리직업전문학교,24,738810,18,,35
2629,중식조리기능사 자격취득과정(이론+실기),해운대음식나라조리학원,19,577220,10,,38
2630,NCS 커피관리 양성과정(바리스타 2급/커피지도사 2급),분당끌라시꼬커피제과제빵교육원,34,1046650,18,39.9,37
2631,한식조리기능사 자격취득,남양주 직업전문학교,30,683550,10,53.4,42
2632,커피바리스타2급 자격증 취득 및 양성과정 B,노원바리스타전문학원,24,554110,12,,43
2633,커피로스팅 입문과정,커피문화원직업전문학교,20,461760,16,47.1,38
2634,커피 바리스타 1급자격증 취득과정,코코커피바리스타학원,20,615680,12,51.9,53
2635,커피 브루잉 실무(핸드드립),커피문화원강서지점바리스타학원,24,554110,20,,39
2636,양식조리기능사(이론+실기)취득과정,에듀셰프요리직업전문학교,26,698740,12,46.1,37
2637,양식+중식 조리기능사 자격증취득과정(실기 +필기),청주음식나라조리학원,28,900000,10,46.4,55
2638,커피바리스타 자격증 취득 및 실무과정,대전음식나라조리제과제빵학원,38,1154400,12,31.6,46
2639,"양식 이태리 브런치메뉴(파스타,샐러드,샌드위치포함)",한솔제과제빵커피바리스타학원,30,941400,20,43.8,41
2640,반찬조리실무취업과정,(주)한국외식조리직업전문학교 연수점,50,1139250,26,58.8,45
2641,한식찌개&반찬&소스과정,한솔요리커피제과제빵아카데미,15,455700,20,50.6,45
2642,커피바리스타 실무과정,홍명요리학원,38,1154400,16,60.5,32
2643,한식조리기능사(이론+실기),김희진 요리제과제빵바리스타 학원,36,820260,10,46.8,41
2644,바리스타 2급 취득,천안커피교육전문학원,20,461760,18,37.2,35
2645,커피바리스타2급자격증 취득 및 카페메뉴과정,목포서울요리커피바리스타학원,40,923520,12,,31
2646,한식조리기능사취득과정(이론+실기),중앙요리학원,35,835450,10,62.5,39
2647,바리스타 2급자격증 취득과정(필기+실기),퍼스트요리아카데미건대점학원,18,538720,12,49.3,30
2648,일식조리기능사 취득과정(이론+실기),통영조리직업전문학교,27,607600,13,56.9,48
2649,카페바리스타2급자격증&라떼아트과정,춘경요리커피직업전문학교,30,923520,10,36.9,50
2650,커피 바리스타 자격증1급(이론+실기)취득과정,목포서울요리커피바리스타학원,27,615680,10,,33
2651,밑반찬 조리사(찬모) 양성과정,한솔요리아카데미영등포,27,820260,12,32.4,45
2652,중식조리기능사 자격증 취득과정(필기/실기),홍성요리학원,25,629620,15,53.2,56
2653,커피바리스타2급 자격증 취득과정(필기+실기),성남요리학원,25,577200,12,,40
2654,커피바리스타 양성(커피관리 실무 + 바리스타2급 자격증),FnC아카데미교육원,33,1000480,12,40,37
2655,까페창업 및 취업과정,퍼스트요리아카데미건대점학원,30,1154400,12,49.3,35
2656,라떼아트 카페메뉴과정(바리스타1급자격증),고양커피학원,30,923520,18,32.7,40
2657,"커피바리스타 양성과정 (2급자격증포함,필기+실기)",한솔제과제빵커피바리스타학원,25,769600,17,28.8,40
2658,양식조리기능사&중식조리기능사(이론+실기)자격취득과정,월드호텔요리제과커피학원,40,911400,12,62.6,40
2659,한식조리기능사 자격증 취득(이론+실기),궁전요리제빵직업전문학교,25,759500,18,56.5,31
2660,커피바리스타 취업실무과정,부산씨엔티바리스타학원,35,1077440,20,32.9,29
2661,조주기능사자격증취득(이론+실기),서울현대직업전문학교 디지털구로캠퍼스,24,985080,18,57.6,28
2662,한식조리기능사자격증(이론+실기)취득과정,하나요리학원,33,1002540,14,51.4,49
2663,까페창업 및 취업과정,퍼스트요리아카데미건대점학원,50,1154400,12,49.3,
2664,바리스타 기본과정(바리스타 2급 자격증 취득 + 홈카페마스터),천안커피교육전문학원,27,623370,18,37.2,32
2665,바리스타 자격증 취득 & 카페 메뉴 실무과정,하라스페셜티커피학원,36,951160,13,,32
2666,바리스타실무과정(라떼아트테크닉),남양주커피교육학원,14,323230,12,,38
2667,커피로스팅실무과정(로스트마스터취득),마이스터커피바리스타전문학원,30,923520,12,40.9,32
2668,바리스타 양성과정(2급바리스타),수석커피교육학원,19,838860,12,37,43
2669,"커피바리스타 실무자양성(2급자격증,라떼아트,핸드드립,메뉴)",일곡직업전문학원,45,1385280,12,70,38
2670,한식조리기능사 취득 및 실무 양성과정,(주)상록호텔조리직업전문학교,40,1215200,24,75.2,44
2671,일식사시미스시전문가과정,김영호일식조리학원,33,1500000,12,45.6,36
2672,"단체급식조리사 양성(국,찌개, 밑반찬, 일품요리)",동경요리바리스타학원,40,1215200,16,55.4,51
2673,한식조리기능사 자격 취득과정(이론+실기),김경묘요리학원,38,1154440,17,36.4,36
2674,한식조리기능사취득과정(필기/실기),동래김경묘요리학원,26,789880,16,35,42
2675,한식조리기능사 자격증 취득과정(이론+실기),아시아요리학원,36,820260,16,,40
2676,커피바리스타2급자격증 취득 및 카페메뉴과정,목포서울요리커피바리스타학원,40,923520,12,,38
2677,바리스타 양성 및 자격증 취득과정,군산명문요리직업전문학교,40,915820,12,53.4,48
2678,커피바리스타 2급 취득 (이론+실기),경남요리제과제빵커피학원,24,738810,18,45.8,38
2679,바리스타2급 자격증 취득,(재단법인)서울호서직업전문학교,25,754200,20,,42
2680,"호텔외식조리사양성(양식+중식+일식자격증 필기,실기 및 현장실무)",중앙요리학원,50,1500000,16,,43
2681,양식조리기능사 취득과 실무 과정,의정부 직업전문학교,34,1032920,16,49.6,37
2682,커피바리스타2급자격증취득과정(이론+실기),이성실요리커피제빵학원,20,615680,12,26.2,34
2683,커피바리스타 라떼아트,거제커피교육학원,16,369400,18,,34
2684,한식조리기능사 자격 취득과정(이론+실기),김해영지요리직업전문학교,36,820260,15,50,49
2685,양식+중식 조리기능사취득(실기)과정,명성요리제과제빵학원,42,956970,12,43.8,38
2686,커피바리스타 양성과정(바리스타 2급),통영수석커피교육학원,20,885040,15,30.4,39
2687,바리스타입문과정(바리스타2급+홈카페마스터+커피음료),천안아산바리스타학원,25,769600,15,,29
2688,한식자격증 취득과정,한양요리제빵직업전문학교,22,510000,16,57.6,48
2689,양식 조리기능사 자격취득 및 브런치 실무,남양주 직업전문학교,32,835450,10,53.4,41
2690,한식조리기능사(이론+실기)취득,에듀셰프요리직업전문학교,30,812660,20,46.1,45
2691,중식조리기능사취득,광산음식나라조리학원,24,615190,10,35.6,38
2692,커피 바리스타 2급 자격증 취득반,존스커피바리스타학원,22,677240,12,,31
2693,한식조리기능사 자격취득과정,둔산음식나라조리제과커피학원,28,831600,24,50.8,47
2694,중급 바리스타 실무(라떼아트자격취득),커피문화원직업전문학교,26,800380,20,47.1,34
2695,커피바리스타 2급자격증 취득과정,커피인바리스타학원,15,461760,12,42.9,41
2696,바리스타 발전과정(바리스타 1급 + 로스트마스터(로스팅) + 커피지도사 2급),천안커피교육전문학원,30,923520,18,37.2,38
2697,NEW 브런치 실무자 양성반,한솔요리제과제빵아카데미,30,911400,24,40.5,44
2698,커피관리(바리스타) 양성과정,행복한커피앤요리학원,42,1292920,18,28.2,32
2699,커피바리스타2급자격 + 핸드드립,한솔요리커피제과제빵아카데미,33,1000480,20,43.3,36
2700,바리스타2급 자격증 취득 및 기초실무,궁전요리제빵직업전문학교,25,769600,18,46.8,33
2701,한식조리기능사사취득과정(이론+실기),춘경요리커피직업전문학교,27,820260,10,54,40
2702,"일식실무(일식조리기능사필기/실기,스시뷔페)조리사과정",동래김경묘요리학원,25,759500,13,35,43
2703,한식조리기능사취득,광산음식나라조리학원,30,759500,16,35.6,46
2704,급식반찬조리취업자과정,한솔요리커피제과제빵아카데미,16,607600,16,50.6,49
2705,한식조리기능사 취득 (이론+실기),경남요리제과제빵커피학원,24,729120,18,50,41
2706,바리스타 2급 자격증취득,신동경요리커피학원,21,646460,10,,39
2707,바리스타 2급자격증 취득과정,궁전바리스타학원,25,754200,18,37.7,35
2708,한식조리사자격증취득(이론/실기),신동경요리커피학원,27,820260,14,37.2,50
2709,한식조리기능사 & 양식조리기능사 & 중식조리기능사 (이론 및 실기)과정,에듀셰프요리직업전문학교,42,1275960,12,46.1,38
2710,한식조리기능사 양식조리기능사 자격취득과정(이론+실기),해운대음식나라조리학원,47,1427860,10,,52
2711,도시락&밑반찬 실무자 양성과정(실기),서면요리학원,30,911400,10,41.2,59
2712,"파티 쉐프 자격증 취득과정(한식,양식,중식,일식)",의정부 직업전문학교,22,668360,16,49.6,41
2713,국내국제 바리스타 자격취득과정,광진커피바리스타학원,26,600280,15,40.8,34
2714,바리스타입문(바리스타2급+홈카페마스터+커피음료제조)양성과정,성북커피학원,24,738810,18,44.2,35
2715,커피바리스타 2급 자격증 취득과정,간석마스터커피학원,33,746510,12,75,41
2716,커피바리스타(자격증)디저트실무자과정,한국외식제과직업전문학교,52,1600760,15,35.5,43
2717,커피바리스타 실무자 양성과정(자격+라떼아트),국제조리직업전문학원,40,923520,18,33.3,32
2718,양식조리기능사 자격취득과정(이론+실기),이화푸드조리제빵학원,27,820260,15,54,35
2719,바리스타양성,제너럴커피학원,20,615680,12,48.3,28
2720,커피 바리스타 입문(바리스타자격취득),한국커피직업전문학교,30,923520,20,,31
2721,한식+중식조리기능사 자격증취득(이론+실기),북구음식나라조리학원,43,1291150,12,43.1,51
2722,커피바리스타 2급자격증 취득과정,커피인바리스타학원,20,461760,12,42.9,26
2723,"바리스타,로스팅 자격증 취득 및 실무자 양성과정(2급+라떼아트+로스팅)",한국직업능력전문학원,38,1154400,10,50,38
2724,양식+중식조리기능사(이론+실기),신선생요리전문학원,50,1139250,12,50,33
2725,바리스타1급 자격취득과정,라스또리아광주커피학원,17,703370,18,57.1,35
2726,한식조리기능사취득(이론+실기),월드호텔외식직업전문학교(병점),36,820260,12,67.2,45
2727,"한정식취업반 (밑반찬, 단체급식, 일품요리)",국제평생교육원,50,1500000,15,46.5,47
2728,커피바리스타 실무자 양성과정(자격+라떼아트),국제조리직업전문학원,40,923520,18,33.3,36
2729,중식·일식조리기능사 자격증 실무과정(이론+실기),대전음식나라조리제과제빵학원,36,1093680,12,32.1,40
2730,바리스타 1급 자격증 취득반,궁전요리제빵직업전문학교,20,707840,18,46.8,30
2731,한식조리사 자격증 취득 과정(필기+실기),중앙요리학원,27,615190,20,38.1,43
2732,바리스타(2급) 자격취득반,로빈커피교육학원,23,708030,10,,38
