,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
1042,미용사(일반)헤어 자격증,경기미용직업전문학교,80,2069760,10,58.7,39,경기,수원시
1043,미용사(일반)기능사 자격증 취득과정,씨씨씨(ccc)미용학원,50,1940400,16,80.9,41,충북,청주시
1044,네일 아트 실무,안양아이비알뷰티미용학원,54,1034880,12,,28,경기,안양시
1045,미용사(일반)헤어 자격증,경기미용직업전문학교,80,2069760,10,58.7,39,경기,수원시
1046,미용사(일반)국가자격증취득과정,비비에스미용예술직업전문학교,105,2030950,10,80.9,36,경북,포항시
1047,미용사(네일)취득과정,글로벌뷰티아카데미학원,70,1811040,12,43.5,31,대전,서구
1048,미용사(네일)자격증 취득과정,주식회사에르모소뷰티직업전문학교,70,1811040,10,57.8,29,서울,마포구
1049,미용사(일반)자격증취득과정,현대미용학원,80,2000000,10,65.2,30,충북,충주시
1050,미용사(네일) 자격증취득,수원뷰티실용전문학교,75,1940400,20,73.2,26,경기,수원시
1051,네일실무&드릴과정,(주)에르모소뷰티직업전문학교김포점,42,1086620,15,66,28,경기,김포시
1052,미용사(메이크업) 국가자격 취득과정,주식회사예인직업전문학교,64,1642870,12,,29,전북,전주시
1053,메이크업미용사 자격증,일산에르모소직업전문학교,61,1571720,14,70.5,26,경기,고양시
1054,업스타일 현장실무과정,주식회사에르모소뷰티직업전문학교,20,517440,10,57.8,26,서울,마포구
1055,속눈썹 연출,성심미용예술직업전문학교,17,439820,18,58.1,33,부산,부산진구
1056,"(일반고 특화)미용사(헤어, 메이크업)국가자격증취득과정",일산비비에스미용학원,153,7413360,20,68.3,17,경기,고양시
1057,미용사(메이크업)자격증 취득과정,에르모소뷰티직업전문학교 안양점,65,1681680,10,70.1,26,경기,안양시
1058,헤어미용 실무양성과정,미래미용학원,63,1617000,13,26.6,38,광주,광산구
