,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
41,[올배움] 산림기사 필기 합격대비 과정,한국이러닝협회,28,281510,500,,,서울,구로구
42,[주경야독] 취업으로 통하는 산림기능사(필기),한국이러닝협회,28,148500,500,,59,서울,구로구
43,[탑강] 유기농업기사 필기,한국이러닝협회,28,254970,500,20,,서울,구로구
44,[탑강] 유기농업기능사 필기,한국이러닝협회,28,121770,500,20,51,서울,구로구
45,[탑강] 유기농업산업기사 필기,한국이러닝협회,28,336200,500,20,,서울,구로구
46,애견미용3급대비반(반려견스타일리스트),제이제이애견미용학원,100,2745920,15,25.5,28,서울,노원구
47,애견미용사 2급 자격증과정(향상과정),웰빙펫애견미용학원,110,3221760,20,39.6,26,부산,부산진구
48,애견미용사3급자격증취득과정,이현경애견미용학원,98,2517840,16,,30,인천,연수구
49,애견미용사 2급 자격증과정(향상과정),웰빙펫애견미용학원,110,3221760,20,39.6,29,부산,부산진구
50,애견미용실무취업과정,탑애견미용학원,100,2387200,20,,27,서울,관악구
51,숲가꾸기[산림]기술자양성과정,숲생태조경인재개발학원,50,1307250,15,57.9,58,인천,계양구
52,애견미용얼굴컷과정,동물농장애견미용학원,43,1126490,12,50,32,부산,동래구
53,반려동물미용 실무자 과정,프로펫평생교육원,90,2136540,15,,28,충북,청주시
54,애견미용사3급자격증,프란다스애견미용학원,110,2625920,30,,25,부산,수영구
55,애견미용사 3급 자격증 취득 과정,충남애견미용학원,110,3207920,9,,25,충남,천안시
56,(이론+실기)애견미용반려견스타일리스트3급자격증취득과정,동물농장애견미용학원,80,2009760,15,50,30,부산,동래구
57,(이론+실기)애견미용반려견스타일리스트3급자격증취득과정,동물농장애견미용학원,80,2009760,15,50,27,부산,동래구
58,[이론+실기] 애견미용사(반려견스타일리스트) 3급자격증과정,이정민애견미용학원,110,2625920,20,33.3,27,대전,중구
59,[올배움] 산림기사 필기 합격대비 과정,한국이러닝협회,28,281510,500,,30,서울,구로구
60,애견미용사 취업과정,프로펫애완동물관리학원,112,2673660,15,46.9,28,강원,원주시
61,[탑강] 유기농업산업기사 필기,한국이러닝협회,28,336200,500,20,,서울,구로구
62,[주경야독] 취업으로 통하는 산림기사(필기),한국이러닝협회,56,365310,500,,60,서울,구로구
63,[탑강] 유기농업기능사 필기,한국이러닝협회,28,121770,500,20,52,서울,구로구
64,[주경야독] 취업으로 통하는 산림기능사(필기),한국이러닝협회,28,148500,500,,50,서울,구로구
65,[탑강] 유기농업기사 필기,한국이러닝협회,28,254970,500,20,,서울,구로구
66,반려견스타일리스트 3급자격증과정,춘천애견미용학원,115,2745280,18,,28,강원,춘천시
67,애견미용사 3급 자격증 과정,중앙애견미용학원,110,2625920,20,61.1,24,서울,영등포구
68,애견미용사 3급 & 핸들러 3급 자격증취득과정,다솜애견전문학원,115,2745280,20,,30,부산,연제구
69,애견미용사3급자격증,베스트강북애견미용학원,110,2625920,30,,26,서울,강북구
70,애견미용 기초 및 애견미용사 3급 자격증 취득과정,한국반려견연합학원,110,2625920,25,,28,광주,북구
71,식용곤충 사육,경상직업전문학교,91,3413590,20,,53,경북,고령군
72,애견미용취업실무과정,서울애완동물관리학원,100,2601600,15,26.8,33,서울,서초구
73,애견미용실무자 양성과정,HS평생교육원,110,2625920,20,48,32,,
74,[주경야독] 취업으로 통하는 산림기사(필기),한국이러닝협회,56,365310,500,,30,서울,구로구
75,[탑강] 유기농업기능사 필기,한국이러닝협회,28,121770,500,20,65,서울,구로구
76,[탑강] 유기농업기사 필기,한국이러닝협회,28,254970,500,20,,서울,구로구
77,[주경야독] 취업으로 통하는 산림기능사(필기),한국이러닝협회,28,148500,500,,48,서울,구로구
78,[올배움] 산림기사 필기 합격대비 과정,한국이러닝협회,28,281510,500,,42,서울,구로구
79,합격! 농산물품질관리사 1차+2차 합격반,한국이러닝협회,56,380160,500,,50,서울,구로구
80,[탑강] 유기농업산업기사 필기,한국이러닝협회,28,336200,500,20,,서울,구로구
81,애견미용실무취업과정,탑애견미용학원,50,2387200,20,,30,서울,관악구
82,애견미용사 3급 자격증 과정,거제애견미용학원,92,2196220,15,,33,경남,거제시
83,애견미용3급대비반(반려견스타일리스트),제이제이애견미용학원,108,2745920,15,25.5,29,서울,노원구
84,[일반고특화]애견미용사 자격증 취득 및 양성과정,에이스애견미용학원,185,6903360,23,51.5,17,경기,부천시
85,애견미용사3급자격증,에이스애견미용학원,110,2625920,25,,27,경기,의정부시
86,애견미용사3급자격증취득,오렌지애견미용학원,110,2625920,25,,31,서울,중구
87,애견미용사 3급 자격증 과정,중앙애견미용학원,110,2625920,20,61.1,28,서울,영등포구
88,[주경야독] 취업으로 통하는 산림기사(필기),한국이러닝협회,56,365310,500,,,서울,구로구
89,[주경야독] 취업으로 통하는 산림기능사(필기),한국이러닝협회,28,148500,500,,33,서울,구로구
90,합격! 농산물품질관리사 1차+2차 합격반,한국이러닝협회,56,380160,500,,65,서울,구로구
