,Unnamed: 0,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS분야,과정
323,457,"시각디자인-그래픽디자이너(포토샵, 일러스트레이터) 양성과정",그린컴퓨터아트학원,41,921510,20,47.4,27.0,08_문화 예술 디자인 방송,디자인
324,458,(과정평가형)시각디자인산업기사(A),재단법인 이찬 경북직업전문학교,113,4064920,24,67.9,28.0,08_문화 예술 디자인 방송,디자인
325,459,웹&멀티미디어 디자인,재단법인 이찬 경북직업전문학교,127,4270440,24,67.9,26.0,08_문화 예술 디자인 방송,디자인
326,460,디지털디자인 UI/UX콘텐츠 제작전문가 양성과정,경북산업직업전문학교,110,4270440,25,57.8,25.0,08_문화 예술 디자인 방송,디자인
327,461,웹디자인과 웹퍼블리셔 전문가 양성(디지털디자인)B,연세직업전문학교,95,4270440,20,62.9,25.0,08_문화 예술 디자인 방송,디자인
328,463,"영상편집(프리미어,에프터이펙트) 전문가 양성",인천 그린컴퓨터아카데미,37,1629510,20,45.5,24.0,08_문화 예술 디자인 방송,영상
329,464,"영상콘텐츠편집, 모션그래픽(프리미어, 에펙)디자이너 양성과정",그린컴퓨터아트학원,60,1348560,20,47.4,28.0,08_문화 예술 디자인 방송,디자이너
330,465,"사진기능사자격증 취득 및 인물,제품사진촬영 및 리터칭과정",서울사진미디어컴퓨터학원,75,2003700,14,43.4,34.0,08_문화 예술 디자인 방송,문화&예술
331,466,"광고홍보콘텐츠제작(포토샵, 일러스트, 프리미어, 에프터이펙트)",이젠아카데미,52,1620060,20,60.5,25.0,08_문화 예술 디자인 방송,포토샵
332,468,"디지털디자인(웹디자이너, 웹퍼블리셔) 양성과정 A",그린컴퓨터아트학원,95,4270440,20,76.9,24.0,08_문화 예술 디자인 방송,디자인
333,469,UI/UX 반응형 웹디자인&웹퍼블리셔(디자인&코딩) 양성과정 (N.03),강남 그린컴퓨터아카데미,95,4270440,20,66.0,26.0,08_문화 예술 디자인 방송,디자인
334,471,3D캐릭터애니메이션 마야 양성과정,청시지아카데미학원,24,1007000,10,26.7,25.0,08_문화 예술 디자인 방송,애니메이션
335,475,"멀티미디어 광고영상콘텐츠(프리미어,에펙,영상편집) A",이젠아카데미평생교육원,136,5234040,25,85.0,25.0,08_문화 예술 디자인 방송,영상
336,476,"시각(옥외광고,편집)디자인",영진직업전문학교,98,3820920,25,83.6,25.0,08_문화 예술 디자인 방송,디자인
337,477,"모바일 웹 & 앱디자인(웹퍼블리셔,jquery, vue.js) A",이젠아카데미평생교육원,111,4045680,20,87.2,25.0,08_문화 예술 디자인 방송,디자인
338,478,멀티미디어콘텐츠제작(스마트 앱&웹) 신규구직자 양성과정,그린컴퓨터아카데미,100,4984800,25,70.6,25.0,08_문화 예술 디자인 방송,웹
339,479,(과정평가형)실내건축산업기사(A),재단법인 이찬 경북직업전문학교,106,4058880,24,67.9,36.0,08_문화 예술 디자인 방송,실내건축
340,480,3D프린터 활용을 위한 디자인 및 제품제작 기능 인력 양성,(주)미래인재개발원,102,3989490,24,23.1,31.0,08_문화 예술 디자인 방송,디자인
341,481,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,24,674280,20,43.2,26.0,08_문화 예술 디자인 방송,디자인
342,482,반응형웹디자인&웹퍼블리셔 취업과정 D-3,그린컴퓨터아카데미 부산,113,4270440,20,63.4,25.0,08_문화 예술 디자인 방송,디자인
343,483,"(과정평가형) 실내건축산업기사(캐드,스케치업,맥스) (A)",그린컴퓨터아카데미 수원,100,4832000,20,64.2,28.0,08_문화 예술 디자인 방송,캐드
344,486,[국기] 스마트기기 UXUI디자인 양성과정,SBS아카데미컴퓨터아트학원 대전,120,3371400,20,77.8,25.0,08_문화 예술 디자인 방송,디자인
345,487,일반고_제품디자인&3D프린팅디자인_3D프린터운용기능사 자격취득,중앙직업전문학교,174,6547380,25,66.7,17.0,08_문화 예술 디자인 방송,디자인
346,488,(일반고 특화) 디지털디자인(웹디자인／컴퓨터그래픽스 운용기능사) 양성,인천직업능력교육원,168,6547380,30,70.4,17.0,08_문화 예술 디자인 방송,디자인
347,489,(일반고특화)게임콘텐츠제작A,(주)세종교육,187,7595328,25,86.2,17.0,08_문화 예술 디자인 방송,게임
348,490,[일반고특화]제품응용모델링기능사(3D프린터 운용)취득 및 실무양성,(재)호남직업전문학교,173,6547380,30,94.7,17.0,08_문화 예술 디자인 방송,3D프린터
349,491,"멀티미디어콘텐츠(프리미어, 에프터이펙트, 시네마4D)양성과정",그린컴퓨터아카데미,88,4361700,20,69.0,26.0,08_문화 예술 디자인 방송,콘텐츠
350,493,일반고_영상촬영(드론활용)콘텐츠제작_디지털영상편집 자격증 취득,중앙직업전문학교,174,6654480,20,20.8,17.0,08_문화 예술 디자인 방송,영상
351,494,모바일 앱 & 웹디자인(웹퍼블리셔) B,이젠컴퓨터아트학원,88,3933300,20,73.8,23.0,08_문화 예술 디자인 방송,디자인
352,495,스마트기기 UXUI 웹디자인&웹퍼블리셔 양성과정B,그린컴퓨터아트학원,95,4270440,20,77.3,25.0,08_문화 예술 디자인 방송,디자인
353,496,웹디자인(웹퍼블리셔)프론트앤드실무자양성_A,더조은컴퓨터아카데미,95,4270440,25,61.2,25.0,08_문화 예술 디자인 방송,디자인
354,497,일반고_디지털디자인&영상제작_웹디자인기능사 자격취득,중앙직업전문학교,174,6547380,30,66.7,17.0,08_문화 예술 디자인 방송,디자인
355,498,[국기] 스마트기기 UXUI 디자이너 양성과정,SBS아카데미컴퓨터아트학원,150,3371400,20,84.6,23.0,08_문화 예술 디자인 방송,디자이너
356,499,디지털웹디자인양성과정(웹콘텐츠제작),이음컴퓨터디자인학원,58,1629510,10,28.0,24.0,08_문화 예술 디자인 방송,디자인
357,500,"만화콘텐츠(홍보웹툰,캐릭터) 제작 실무자 양성과정",서울IT직업전문학교,78,2430090,20,27.3,29.0,08_문화 예술 디자인 방송,웹
358,501,[일반고특화] 제품디자인을 활용한 반려동물 상품 개발 과정,인천직업전문학교,177,6547380,20,63.8,17.0,08_문화 예술 디자인 방송,디자인
359,504,(일반고특화)옥외광고디자인 및 컴퓨터그래픽스운용기능사 취득과정,국제직업전문학교,178,6547380,30,69.4,17.0,08_문화 예술 디자인 방송,디자인
360,505,게임 콘텐츠 리소스 개발자 양성과정,(주)누리마루학원,181,5047110,27,42.3,26.0,08_문화 예술 디자인 방송,게임
361,506,일반고_게임콘텐츠제작_GTQ포토샵 자격증취득,중앙직업전문학교,174,7171620,30,38.9,17.0,08_문화 예술 디자인 방송,포토샵
362,507,(일반고특화) 디지털디자인(시각+UI/UX) 웹디자인기능사 취득,(재)한국아이티교육재단 한국IT직업전문학교,178,6547380,20,48.4,17.0,08_문화 예술 디자인 방송,디자인
363,508,디자인편집과영상편집&유튜브영상제작,배움회계캐드컴퓨터학원,48,1067610,10,43.6,28.0,08_문화 예술 디자인 방송,디자인
364,509,"(일반고특화)제품응용모델링, 3D프린터운용기능사 취득 및 실무양성",(재)대성직업전문학교,174,6547380,30,91.5,17.0,08_문화 예술 디자인 방송,3D프린터
365,510,(일반고 특화) 스마트앱문화콘텐츠 양성과정,new광주직업전문학교(북구),194,7171620,30,33.3,17.0,08_문화 예술 디자인 방송,콘텐츠
366,511,"시각디자인(컴퓨터그래픽스운용기능사, GTQ 자격취득) 일반고특화",영진직업전문학교,169,6522616,30,83.6,17.0,08_문화 예술 디자인 방송,디자인
367,512,(일반고특화)VR/AR게임콘텐츠제작(게임그래픽전문가)과정,인천직업능력교육원,168,7171620,30,48.9,17.0,08_문화 예술 디자인 방송,게임
368,513,(일반고특화)3D프린터를 활용한 제품(드론)디자인 및 제품응용모델링기능사,연희직업전문학교,177,6547380,19,72.5,17.0,08_문화 예술 디자인 방송,디자인
369,515,스마트기기 UI/UX 웹디자인(웹퍼블리셔)-B,이젠컴퓨터학원,88,3933300,30,77.8,24.0,08_문화 예술 디자인 방송,디자인
370,516,"시각디자인(편집디자인,광고디자인)양성과정-A",그린컴퓨터아카데미 신촌,98,3820920,20,84.0,23.0,08_문화 예술 디자인 방송,디자인
371,520,(일반고)게임그래픽전문가 자격증취득 및 양성과정,서울게임아트학원,161,7171620,20,50.0,17.0,08_문화 예술 디자인 방송,게임
372,521,디지털디자인(웹&멀티미디어) 양성,(주)탑디자인학원,42,899040,10,55.4,33.0,08_문화 예술 디자인 방송,디자인
373,523,웹디자인&퍼블리셔 구직자과정,세잔IT직업전문학교,123,4158060,22,94.1,23.0,08_문화 예술 디자인 방송,디자인
374,525,"[과정평가형] 실내건축기사 취득 과정 (인테리어, 캐드(CAD), 맥스(MAX)) A",강남 그린컴퓨터아카데미,152,5562000,20,66.0,26.0,08_문화 예술 디자인 방송,CAD
375,526,"3D 환경인테리어 디자인(캐드,3DMAX,실내건축,스케치업)(A)",이젠아카데미평생교육원,75,3371400,20,83.9,24.0,08_문화 예술 디자인 방송,디자인
376,527,"멀티미디어 콘텐츠 제작 (프리미어,에프터이펙트,C4D) 전문가 양성과정",그린컴퓨터아카데미,117,4361700,20,70.6,25.0,08_문화 예술 디자인 방송,콘텐츠
377,528,"시각옥외광고디자인(포토샵,일러스트,인디자인) 광고출판편집 취업과정",그린컴퓨터아트학원,85,3820920,20,66.3,26.0,08_문화 예술 디자인 방송,디자인
378,529,게임 그래픽 디자인 제작 전문가 양성과정,서울게임아트학원,172,3925530,20,50.0,22.0,08_문화 예술 디자인 방송,디자인
379,530,[일반고특화]게임그래픽전문가 양성(자격증취득),(재)고려직업전문학교,177,7171620,30,31.3,17.0,08_문화 예술 디자인 방송,게임
380,534,게임그래픽 전문가 양성 심화,엔조이씨지(EnjoyCG),160,4766710,19,26.3,25.0,08_문화 예술 디자인 방송,게임
381,536,웹퍼블리셔(UIUX반응형웹디자인)전문가 양성과정(B),그린컴퓨터아카데미 수원,100,4270440,24,64.2,25.0,08_문화 예술 디자인 방송,디자인
382,537,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,28.0,08_문화 예술 디자인 방송,포토샵
383,538,시각디자인 산업기사,주식회사분당이탱크,97,4228000,20,62.1,27.0,08_문화 예술 디자인 방송,디자인
384,540,"(일반고특화)시각디자인A-컴퓨터그래픽스운용기능사,GTQ자격 취득",아이씨에이일산컴퓨터학원,176,6547380,30,58.1,17.0,08_문화 예술 디자인 방송,디자인
385,542,"디지털영상편집(프리미어,에펙)과정",그린컴퓨터아카데미 수원,68,1629510,22,45.3,30.0,08_문화 예술 디자인 방송,영상
386,544,[과정평가형]웹디자인기능사양성A,(주)대신기술능력개발원,100,3539400,20,58.8,33.0,08_문화 예술 디자인 방송,디자인
387,547,"GTQ자격증(포토샵,일러스트)-시각디자인",주식회사 이젠컴퓨터아카데미,28,786660,20,60.4,28.0,08_문화 예술 디자인 방송,디자인
388,550,(2020과정평가) 실내건축산업기사A_노원,노원 그린컴퓨터아카데미,90,4348800,20,70.0,23.0,08_문화 예술 디자인 방송,실내건축
389,551,(과정평가형 자격) 실내건축산업기사 취득과정 A(실내건축디자인취업과정),그린컴퓨터아트학원,121,5073600,20,76.9,24.0,08_문화 예술 디자인 방송,디자인
390,552,스마트문화앱(웹영상)콘텐츠제작양성과정,고려IT직업전문학교,104,5165490,25,75.0,28.0,08_문화 예술 디자인 방송,웹
391,553,시각디자인(옥외광고/편집) 구직자 양성과정,그린컴퓨터아카데미 부천,121,3371400,20,70.5,25.0,08_문화 예술 디자인 방송,디자인
392,554,마야(MAYA) 3D애니메이션 영상그래픽(VFX) 전문가 양성과정,그린컴퓨터아카데미 신촌,78,1931610,20,50.2,24.0,08_문화 예술 디자인 방송,영상
393,555,그래픽디자인 및 쇼핑몰관리,대화직업능력개발원,32,1067610,10,52.8,32.0,08_문화 예술 디자인 방송,디자인
394,556,"게임그래픽(2D,3D&마야)디자이너 양성",더조은컴퓨터아카데미,90,4486320,20,45.9,24.0,08_문화 예술 디자인 방송,디자이너
395,557,(일반고특화) 하이브리드 웹&앱 디자인 실무 및 자격취득과정,광주IT(아이티)학원,167,6547380,24,66.7,17.0,08_문화 예술 디자인 방송,디자인
396,558,[웹디자인] 포토샵&일러스트 GTQ1급 자격증 취득과정,이젠IT컴퓨터아카데미,30,674280,12,52.5,24.0,08_문화 예술 디자인 방송,디자인
397,559,"디지털 영상편집 (프리미어, 애프터이팩트) 취업전문과정",그린컴퓨터아트학원,58,1629510,20,61.5,28.0,08_문화 예술 디자인 방송,영상
398,561,(일반고특화)제품응용모델링기능사 자격증 취득 및 실무 과정,국제직업전문학교,176,6547380,30,69.4,17.0,08_문화 예술 디자인 방송,
399,562,동화캐릭터일러스트창작,서울일러스트미술학원,40,1495440,15,40.0,32.0,08_문화 예술 디자인 방송,일러스트
400,563,"그래픽실무(포토샵,일러스트,인디자인)",배움회계캐드컴퓨터학원,24,674280,10,43.6,29.0,08_문화 예술 디자인 방송,디자인
401,565,"디지털디자인(웹디자인,웹디자이너) 양성과정-A",그린컴퓨터아카데미 신촌,104,4270440,20,84.0,24.0,08_문화 예술 디자인 방송,디자인
402,567,모션그래픽 영상제작 실무자 양성과정,굿잡아카데미컴퓨터아트학원,50,1869300,20,80.0,24.0,08_문화 예술 디자인 방송,영상
403,568,제품디자인 및 3D프린팅모형제작양성과정(A),성심정보직업전문학교,121,4101870,20,76.5,24.0,08_문화 예술 디자인 방송,디자인
404,569,[2020년 일반고]모바일UI/UX웹디자인(웹디자인기능사),이젠컴퓨터학원,162,6547380,20,77.8,17.0,08_문화 예술 디자인 방송,디자인
405,570,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,32.0,08_문화 예술 디자인 방송,포토샵
406,571,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25.0,23.0,08_문화 예술 디자인 방송,디자인
407,573,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,29.0,08_문화 예술 디자인 방송,포토샵
408,579,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,40.0,08_문화 예술 디자인 방송,일러스트
409,580,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,27.0,08_문화 예술 디자인 방송,인포그래픽
410,581,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정",이젠아카데미,20,561900,20,48.0,28.0,08_문화 예술 디자인 방송,포토샵
411,584,"영상편집&모션그래픽제작(프리미어,에펙)",더조은아이티아카데미학원,38,1067610,20,32.9,27.0,08_문화 예술 디자인 방송,영상
412,585,"웹디자인(웹퍼블리셔)양성과정(포토,일러,Html5,CSS)",부산더조은직업전문학교,50,1123800,20,43.8,25.0,08_문화 예술 디자인 방송,디자인
413,586,언리얼엔진 게임프로그래밍 개발자 양성과정 A,재단법인 국제인재능력개발원,109,5420970,28,49.2,26.0,08_문화 예술 디자인 방송,게임
414,587,"(2020 과정평가형)실내건축기사 (인테리어 디자인, BIM)",서울현대직업전문학교 디지털구로캠퍼스,147,6489000,24,80.6,27.0,08_문화 예술 디자인 방송,디자인
415,588,디자인 양성(포토샵+일러스트&그래픽실무),이노직업전문학교,35,786660,20,38.7,23.0,08_문화 예술 디자인 방송,디자인
416,589,스마트기기 UI/UX 웹디자인(웹퍼블리셔) A,이젠아카데미,95,3933300,20,66.7,24.0,08_문화 예술 디자인 방송,디자인
417,590,스마트기기 UI/UX 웹디자인&웹퍼블리셔 실무A,하이미디어컴퓨터디자인학원,96,4270440,25,77.1,25.0,08_문화 예술 디자인 방송,디자인
418,592,"영상편집디자인(프리미어,에펙) 양성과정",더조은컴퓨터아트학원,70,1573320,24,52.0,25.0,08_문화 예술 디자인 방송,디자인
419,593,[핵심쏙쏙]GTQ 1급 자격증(포토샵+일러스트),신청산컴퓨터학원,20,373860,10,45.2,29.0,08_문화 예술 디자인 방송,포토샵
420,594,"게임그래픽(2D,3D,언리얼엔진)콘텐츠전문가양성과정",시드학원,160,4984800,20,52.1,23.0,08_문화 예술 디자인 방송,게임
421,595,웹디자인(웹퍼블리셔)프론트앤드실무자양성 B,인천더조은컴퓨터아트학원,95,4270440,20,70.2,25.0,08_문화 예술 디자인 방송,디자인
422,596,스마트기기반응형 UI/UX 웹디자인&웹퍼블리셔 A,하이미디어아카데미인재개발원,95,4270440,22,72.9,25.0,08_문화 예술 디자인 방송,디자인
423,597,"영상편집(프리미어,에프터이펙트) 전문가 양성",인천 그린컴퓨터아카데미,73,1629510,20,45.5,28.0,08_문화 예술 디자인 방송,영상
424,598,"3D프린터를 활용한 제품디자인(캐드,맥스,라이노) B",더조은컴퓨터아카데미,88,3933300,20,72.2,26.0,08_문화 예술 디자인 방송,디자인
425,599,제품디자인(CAD+3D모델링),동양직업전문학교,88,3933300,20,76.5,26.0,08_문화 예술 디자인 방송,디자인
426,601,시각편집(포토샵+일러스트+인디자인)GTQ그래픽기술자격증 취득과정,노원 그린컴퓨터아카데미,32,899040,20,53.8,24.0,08_문화 예술 디자인 방송,디자인
427,602,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,22.0,08_문화 예술 디자인 방송,포토샵
428,603,(일반고특화)스마트문화앱콘텐츠제작전문가양성과정(웹디자인기능사),고려IT직업전문학교,170,7595320,30,75.0,17.0,08_문화 예술 디자인 방송,디자인
429,604,[일반고특화]게임기획/게임그래픽전문가 과정(컴퓨터그래픽스운용기능사),이젠IT컴퓨터아카데미,180,7171620,25,57.1,17.0,08_문화 예술 디자인 방송,게임
430,607,(일반고특화)웹영상콘텐츠제작자양성과정(멀티미디어콘텐츠제작전문가),고려IT직업전문학교,170,7595320,30,75.0,17.0,08_문화 예술 디자인 방송,웹
431,608,[일반고특화]스마트웹콘텐츠개발 전문가 양성과정(웹디자인기능사),이젠아카데미컴퓨터학원,172,7171620,20,62.2,17.0,08_문화 예술 디자인 방송,디자인
432,610,(일반고특화)게임콘텐츠제작B,(주)세종교육,181,7595328,25,86.2,17.0,08_문화 예술 디자인 방송,게임
433,611,과정평가형 웹디자인기능사 취득과정 A,창원직업전문학교,86,3539400,20,67.9,26.0,08_문화 예술 디자인 방송,디자인
434,612,스마트기기 반응형 웹디자인,광주국제직업전문학교,120,3933300,20,53.3,23.0,08_문화 예술 디자인 방송,디자인
435,613,"일반고_웹디자인, 유튜브 영상, 모션그래픽(웹디자인기능사 자격취득)훈련A",(재)한국아이티교육재단 한국IT아카데미 구로,162,6738426,25,78.1,17.0,08_문화 예술 디자인 방송,디자인
436,614,"멀티미디어콘텐츠제작&영상편집(프리미어,에프터이펙트,시네마4D)취업과정",그린컴퓨터아트학원,109,4984800,20,33.3,25.0,08_문화 예술 디자인 방송,영상
437,615,(일반고특화)게임그래픽디자이너양성과정(게임그래픽전문가),고려IT직업전문학교,170,7595320,30,75.0,17.0,08_문화 예술 디자인 방송,디자이너
438,617,(일반고특화)3D프린팅융합제품디자이너양성과정(제품응용모델링기능사),고려IT직업전문학교,170,6929470,30,80.4,17.0,08_문화 예술 디자인 방송,디자이너
439,620,(일반고특화)UI/UX디지털디자인A,(주)세종교육,181,6929472,25,83.3,17.0,08_문화 예술 디자인 방송,디자인
440,621,게임 알고리즘 및 엔진 프로그래밍 양성과정,서울게임아트학원,120,2243160,20,51.1,26.0,08_문화 예술 디자인 방송,게임
441,622,"디지털영상편집디자인(프리미어,에펙)",더조은컴퓨터아트학원,35,1573320,20,45.3,25.0,08_문화 예술 디자인 방송,디자인
442,623,디지털디자인(멀티미디어웹) 양성,(주)탑디자인학원,40,899040,10,55.4,25.0,08_문화 예술 디자인 방송,디자인
443,624,방송영상편집&모션,방송정보국제교육원,122,5495040,28,79.9,24.0,08_문화 예술 디자인 방송,영상
444,625,게임콘텐츠개발자(프로그래밍)양성,부산예일직업전문학교,125,6231000,30,43.7,27.0,08_문화 예술 디자인 방송,게임
445,627,스마트UI 웹디자인(웹퍼블리셔) 양성A,신한양직업전문학교,76,3371400,20,69.2,25.0,08_문화 예술 디자인 방송,디자인
446,629,"시각디자인(광고,편집디자인)전문가 양성과정(A)",그린컴퓨터아카데미 수원,85,3820920,22,64.2,23.0,08_문화 예술 디자인 방송,디자인
447,630,"광고홍보콘텐츠제작(포토샵, 일러스트, 프리미어, 에프터이펙트)",이젠아카데미,52,1620060,20,60.5,25.0,08_문화 예술 디자인 방송,포토샵
448,632,제품디자인(설계)를 위한 3D프린터활용,아성직업전문학교,86,3371400,22,81.0,29.0,08_문화 예술 디자인 방송,디자인
449,633,맥스(3DMAX)를 활용한 게임콘텐츠&영상디자인 양성과정 (N.06),강남 그린컴퓨터아카데미,104,4797870,20,41.4,24.0,08_문화 예술 디자인 방송,디자인
450,634,웹표준 UIUX 디자인(웹디자인&웹퍼블리셔) 취업과정,그린컴퓨터아카데미 성남,108,4214250,20,71.8,26.0,08_문화 예술 디자인 방송,디자인
451,635,3D프린터활용 제품설계제작 (제품디자인산업기사 과정평가형) A,더조은컴퓨터아카데미,90,4348800,20,61.2,27.0,08_문화 예술 디자인 방송,디자인
452,637,"시각디자인(일러스트,포토샵,인디자인,옥외광고)양성",그린컴퓨터아카데미,85,3820920,20,78.8,25.0,08_문화 예술 디자인 방송,디자인
453,639,디지털디자인-반응형 웹디자인 전문가 양성과정,그린컴퓨터아트학원,100,4158060,20,51.3,27.0,08_문화 예술 디자인 방송,디자인
454,640,시각디자인GTQ자격취득(일러스트&포토샵),더조은컴퓨터아트학원,40,899040,20,45.3,25.0,08_문화 예술 디자인 방송,디자인
455,641,"광고시각디자이너양성 및 자격증(GTQ, 컴그(실기))취득(일러,포토,인디자인)",이젠컴퓨터아트서비스학원,48,1348560,20,47.4,30.0,08_문화 예술 디자인 방송,디자인
456,642,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,32.0,08_문화 예술 디자인 방송,포토샵
457,645,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,28.0,08_문화 예술 디자인 방송,포토샵
458,646,"스마트기기 UI/UX디자인(디지털앱, 웹디자인) 양성과정",그린컴퓨터아트학원 안양,95,4270440,20,63.4,25.0,08_문화 예술 디자인 방송,디자인
459,647,디지털디자인(그래픽&웹디자인)취업과정,더조은컴퓨터아트학원,72,2809500,20,72.2,24.0,08_문화 예술 디자인 방송,디자인
460,649,그래픽디자이너양성(포토샵+일러스트+인디자인+포트폴리오),하우디자인캐드학원,48,1067610,10,43.9,26.0,08_문화 예술 디자인 방송,디자인
461,650,"디지털영상편집디자인(프리미어,에펙)",주식회사 이젠컴퓨터아카데미,37,1629510,20,60.4,27.0,08_문화 예술 디자인 방송,디자인
462,653,시각디자인(일러스트&포토샵),더조은퍼스트컴퓨터바리스타학원,25,561900,20,35.2,29.0,08_문화 예술 디자인 방송,디자인
463,658,(일반고) 웹디자인기능사 자격증 취득 및 디지털디자인 양성과정,(주)미래산업교육원 북부직업전문학교,175,6547380,20,57.1,17.0,08_문화 예술 디자인 방송,디자인
464,659,"(일반고특화)디지털디자인(웹디자인기능사,GTQ)",(재단법인)백제직업전문학교,175,6547380,20,64.3,17.0,08_문화 예술 디자인 방송,디자인
465,660,"[과정평가형]실내건축산업기사(3D인테리어, 캐드, 스케치업) A",이젠아카데미,88,4228000,24,66.7,25.0,08_문화 예술 디자인 방송,캐드
466,661,포토샵&영상편집(프리미어/에펙),윤성회계캐드컴퓨터학원,30,674280,15,40.5,33.0,08_문화 예술 디자인 방송,포토샵
467,662,스마트 앱&영상콘텐츠-멀티미디어콘텐츠제작,주식회사 이젠컴퓨터아카데미,101,4984800,20,69.7,23.0,08_문화 예술 디자인 방송,영상
468,664,게임 2D 캐릭터 디자인 전문가 양성과정,서울게임학원,119,2224460,20,58.9,24.0,08_문화 예술 디자인 방송,디자인
469,665,"그래픽디자인실무&그래픽자격증취득(포토샵,일러스트)",셈틀회계캐드그래픽컴퓨터학원,30,842850,15,80.0,30.0,08_문화 예술 디자인 방송,디자인
470,666,실내디자인 실무 양성과정(A),부산부경직업전문학교,80,3865600,20,61.5,25.0,08_문화 예술 디자인 방송,디자인
471,668,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,45.0,08_문화 예술 디자인 방송,포토샵
472,669,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,25.0,08_문화 예술 디자인 방송,포토샵
473,672,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,53.0,08_문화 예술 디자인 방송,일러스트
474,675,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,41.0,08_문화 예술 디자인 방송,인포그래픽
475,676,디지털디자인(웹디자인/일러스트/포토샵),(주)허브컴퓨터회계아트학원,40,899040,14,45.3,26.0,08_문화 예술 디자인 방송,디자인
476,677,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25.0,53.0,08_문화 예술 디자인 방송,디자인
477,681,"[원격+집체훈련] 영상 모션 편집(포토샵, 프리미어, 애프터이펙트)",(사)한국디지털컨버전스협회,62,1298550,500,41.0,,08_문화 예술 디자인 방송,포토샵
478,682,3D프린터기반 캐릭터목업제작 양성,비에이치쓰리디(BH3D)조형학원,60,2559500,20,48.3,29.0,08_문화 예술 디자인 방송,3D프린터
479,684,(과정평가형)웹디자인기능사(A),동양직업전문학교,60,2359600,20,76.5,25.0,08_문화 예술 디자인 방송,디자인
480,688,VR3D콘텐츠그래픽제작전문가양성,(학교법인)인하대학교,160,7975680,25,42.6,24.0,08_문화 예술 디자인 방송,콘텐츠
481,690,온라인게임 프로그래밍 개발자 양성과정,쥬신게임개발학원,160,4984800,30,40.8,25.0,08_문화 예술 디자인 방송,게임
482,691,문화콘텐츠프로그램개발,(학교법인)인하대학교,204,10168990,25,42.6,24.0,08_문화 예술 디자인 방송,콘텐츠
483,692,빅데이터문화콘텐츠기획전문가양성,(학교법인)인하대학교,205,10218840,25,42.6,24.0,08_문화 예술 디자인 방송,콘텐츠
484,694,"디지털디자인(웹퍼블리셔, 웹디자인) 전문가 양성과정",그린컴퓨터아카데미 부천,141,3933300,20,70.5,23.0,08_문화 예술 디자인 방송,디자인
485,695,"환경디자인[캐드(CAD), 맥스(MAX),스케치업(SketchUp)] 실무과정",그린컴퓨터아트학원,105,4551390,20,66.3,26.0,08_문화 예술 디자인 방송,디자인
486,696,CAD 캐드실무능력평가(CAT) 2급 자격증,남승화직업전문학교,25,561900,15,50.0,47.0,08_문화 예술 디자인 방송,CAD
487,698,(과정평가형 자격)웹디자인기능사 취득과정 B (웹퍼블리셔 양성과정),그린컴퓨터아카데미 부산,105,3539400,20,63.4,26.0,08_문화 예술 디자인 방송,디자인
488,699,[과정평가형] 웹디자인기능사 (웹퍼블리셔)A,그린컴퓨터아트학원,95,3303440,20,90.0,25.0,08_문화 예술 디자인 방송,디자인
489,700,"모션그래픽&영상편집(포토샵,프리미어,에프터이펙트)",더조은컴퓨터아트학원,40,1123800,20,40.0,27.0,08_문화 예술 디자인 방송,포토샵
490,701,"사진기능사자격증 취득 및 인물,제품사진촬영 및 리터칭과정",서울사진미디어컴퓨터학원,75,2003700,14,43.4,31.0,08_문화 예술 디자인 방송,문화&예술
491,704,3D프린터를 활용한 제품디자인 양성과정A,다옴직업전문학교,128,4495200,25,81.3,30.0,08_문화 예술 디자인 방송,디자인
492,705,"디지털편집디자인(포토샵,일러스트,인디자인,E-BOOK)",더조은퍼스트컴퓨터바리스타학원,50,1123800,20,35.2,27.0,08_문화 예술 디자인 방송,디자인
