,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS,과정,지역1,지역2
2804,요양보호사 자격 취득과정,미래요양보호사교육원,30,648000,28,45.5,54.0,06_보건의료,요양보호사,,
2805,요양보호사자격증취득과정,마두요양보호사교육원,50,640800,40,54.8,57.0,06_보건의료,요양보호사,,
2806,요양보호사 자격 취득과정,한성요양보호사교육원,30,480000,35,60.0,58.0,06_보건의료,요양보호사,,
2807,요양보호사 자격 취득과정,경북요양보호사교육원,30,600000,40,50.6,54.0,06_보건의료,요양보호사,,
2808,요양보호사 자격증 취득과정,가족요양보호사교육원,55,450000,35,64.7,58.0,06_보건의료,요양보호사,,
2809,요양보호사 국가자격증 취득과정,남동요양보호사교육원,30,450000,40,51.5,56.0,06_보건의료,요양보호사,,
2810,요양보호사 자격 취득과정,서면삼성실버요양보호사교육원,42,720000,38,54.0,56.0,06_보건의료,요양보호사,,
2811,요양보호사 자격 취득과정,제일요양보호사교육원,37,600000,40,64.1,53.0,06_보건의료,요양보호사,,
2812,요양보호사자격증취득,드림요양보호사교육원,30,641520,33,45.2,47.0,06_보건의료,요양보호사,,
2813,간호조무사 자격증 취득과정,신갈간호학원,204,3040000,30,78.9,,06_보건의료,간호조무사,,
2814,요양보호사 자격취득과정,수원행복 요양보호사 교육원,50,480000,40,58.7,61.0,06_보건의료,요양보호사,,
2815,요양보호사국가자격취득-야간반,주은요양보호사교육원,50,640800,32,55.7,58.0,06_보건의료,요양보호사,,
2816,요양보호사자격증 취득과정,세왕요양보호사교육원,30,540000,30,43.2,59.0,06_보건의료,요양보호사,,
2817,요양보호사 자격 취득과정,새부산요양보호사교육원,37,690000,36,54.1,53.0,06_보건의료,요양보호사,,
2818,간호조무사 자격 취득과정,금정간호학원,205,2994400,20,82.1,31.0,06_보건의료,간호조무사,,
2819,요양보호사자격증 취득과정,새고려요양보호사교육원,30,600000,30,50.0,,06_보건의료,요양보호사,,
2820,NCS비적용 요양보호사 자격 취득과정,일등요양보호사교육원,30,510000,30,50.7,59.0,06_보건의료,요양보호사,,
2821,요양보호사 국가자격 취득과정,인천서부요양보호사교육원,31,600000,40,46.2,51.0,06_보건의료,요양보호사,,
2822,요양보호사자격증취득과정,성산요양보호사교육원,34,640800,33,56.8,66.0,06_보건의료,요양보호사,,
2823,요양보호사 자격 취득과정,삼성실버요양보호사교육원,42,720000,40,59.8,58.0,06_보건의료,요양보호사,,
2824,요양보호사 자격취득 양성과정(비NCS),목포요양보호사교육원,30,499920,40,64.8,,06_보건의료,요양보호사,,
2825,요양보호사 자격증 취득과정,새롬요양보호사교육원,30,680000,40,45.6,52.0,06_보건의료,요양보호사,,
2826,요양보호사자격증 취득과정,대신요양보호사교육원,30,480000,40,52.3,62.0,06_보건의료,요양보호사,,
2827,"요양보호사 자격 취득과정 (주간, 야간)",다사랑요양보호사교육원,30,641520,37,53.3,53.0,06_보건의료,요양보호사,,
2828,요양보호사 국자자격 취득,케어대한요양보호사교육원,30,600000,40,51.4,54.0,06_보건의료,요양보호사,,
2829,요양보호사 국가자격증취득 & 취업 연계과정,온양요양보호사교육원,33,529920,28,57.1,54.0,06_보건의료,요양보호사,,
2830,요양보호사 자격 취득 과정,행복요양보호사교육원,30,570000,26,51.4,55.0,06_보건의료,요양보호사,,
2831,간호조무사 자격 취득과정,제일간호학원,210,3009600,30,83.1,37.0,06_보건의료,간호조무사,,
2832,요양보호사 자격 취득과정,성모요양보호사교육원,69,580000,33,46.6,,06_보건의료,요양보호사,,
2833,요양보호사 자격취득 교육과정,더큰요양보호사교육원,50,722160,38,53.3,52.0,06_보건의료,요양보호사,,
2834,요양보호사 자격 취득과정,안성의료복지사회적협동조합 부설 안성요양보호사교육원,30,650000,30,60.9,52.0,06_보건의료,요양보호사,,
2835,요양보호사 자격 취득과정,사하요양보호사교육원,30,640080,40,68.2,,06_보건의료,요양보호사,,
2836,간호조무사자격취득과정,이레간호학원,191,2477600,30,78.6,31.0,06_보건의료,간호조무사,,
2837,요양보호사 자격 취득과정,안양벧엘요양보호사교육원,30,550000,30,60.9,57.0,06_보건의료,요양보호사,,
2838,간호조무사자격취득과정,주식회사 은행동미즈간호학원,190,2550560,31,75.0,33.0,06_보건의료,간호조무사,,
2839,요양보호사자격취득과정,햇빛요양보호사교육원,30,550080,36,66.3,59.0,06_보건의료,요양보호사,,
2840,"NCS 기반 요양보호사 국가자격증 취득과정 (요양 지원, 요양원, 간병 서비스)",충주요양보호사교육원,30,600000,38,63.7,,06_보건의료,요양보호사,,
2841,요양보호사 양성과정(자격취득),영남간호학원부설 요양보호사교육원,37,640080,40,46.4,54.0,06_보건의료,요양보호사,,
2842,요양보호사자격증과정,경주요양보호사교육원,36,589920,40,56.8,,06_보건의료,요양보호사,,
2843,요양보호사자격취득과정,화명요양보호사교육원,33,720000,39,60.2,,06_보건의료,요양보호사,,
2844,요양보호사 취득과정(야간반),광주역요양보호사교육원,50,600000,36,52.2,57.0,06_보건의료,요양보호사,,
2845,요양보호사 자격 취득과정,당감요양보호사교육원,33,600000,39,67.1,,06_보건의료,요양보호사,,
2846,요양보호사 자격 취득과정,한양요양보호사교육원,30,500400,40,47.0,55.0,06_보건의료,요양보호사,,
2847,요양보호사자격증취득과정,정암요양보호사교육원,30,600000,40,49.2,59.0,06_보건의료,요양보호사,,
2848,간호조무사국가자격증취득과정,계양간호학원,204,2998960,30,81.5,34.0,06_보건의료,간호조무사,,
2849,간호조무사 자격 취득과정,메디칼간호학원,213,2979200,36,74.5,35.0,06_보건의료,간호조무사,,
2850,요양보호사자격취득과정,은혜요양보호사교육원,60,540000,38,44.3,56.0,06_보건의료,요양보호사,,
2851,요양보호사1급 자격 취득과정,서해간호학원부설서해요양보호사교육원,30,650000,40,74.4,,06_보건의료,요양보호사,,
2852,"요양보호사 자격증취득 과정(이론,실기)",안양여성인력개발센터부설 요양보호사교육원,30,504000,22,49.6,58.0,06_보건의료,요양보호사,,
2853,A+요양보호사자격취득,(주)북부산요양보호사교육원,31,720000,29,51.0,69.0,06_보건의료,요양보호사,,
2854,요양보호사 자격 취득과정,충남간호전문학원,37,680160,30,64.4,62.0,06_보건의료,요양보호사,,
2855,요양보호사 자격증 취득과정,세종고운간호전문학원(부설 세종고운요양보호사 교육원),33,680400,30,64.7,,06_보건의료,요양보호사,,
2856,요양보호사 자격 취득과정,성모요양보호사교육원,30,500160,36,73.1,49.0,06_보건의료,요양보호사,,
2857,요양보호사 자격 취득과정,천안경희간호학원부설 요양보호사교육원,30,480000,15,72.0,57.0,06_보건의료,요양보호사,,
2858,요양보호사국가자격증취득과정(NCS),신천요양보호사교육원,30,600000,38,50.4,,06_보건의료,요양보호사,,
2859,요양보호사자격취득,공주간호학원부설요양보호사교육원,37,678000,37,78.5,,06_보건의료,요양보호사,,
2860,요양보호사 자격 취득과정(비NCS),한세기요양보호사교육원,30,510000,30,55.3,48.0,06_보건의료,요양보호사,,
2861,요양보호사 자격증 취득과정,평택포도나무 요양보호사 교육원,30,540000,35,49.4,,06_보건의료,요양보호사,,
2862,요양보호사 자격증 취득과정,현대요양보호사교육원,35,600000,38,54.3,57.0,06_보건의료,요양보호사,,
2863,요양보호사 자격취득 과정,춘천메디칼요양보호사교육원,33,550080,40,63.9,61.0,06_보건의료,요양보호사,,
2864,간호조무사 자격증 취득과정,뉴미즈간호학원,191,2964000,31,63.9,,06_보건의료,간호조무사,,
2865,요양보호사양성과정,이천요양보호사교육원,30,640000,32,60.5,,06_보건의료,요양보호사,,
2866,간호조무사 자격 취득과정,은혜간호조무사학원,213,3119040,30,79.3,39.0,06_보건의료,간호조무사,,
2867,요양보호사자격취득과정,신포항요양보호사교육원,32,580080,40,62.9,,06_보건의료,요양보호사,,
2868,요양보호사 국가자격증 취득과정(NCS비적용),인천일신요양보호사교육원,30,648000,40,62.2,,06_보건의료,요양보호사,,
2869,간호조무사자격증취득반B,늘푸른간호병원코디네이터학원,204,3230000,33,75.3,32.0,06_보건의료,간호조무사,,
2870,NCS 요양보호사 자격증 취득과정,영통경기요양보호사교육원,30,600000,37,38.9,66.0,06_보건의료,요양보호사,,
2871,간호조무사 자격 취득과정B,용인간호학원,203,2888000,18,86.8,,06_보건의료,간호조무사,,
2872,요양보호사 자격 취득과정,현대요양보호사교육원,30,638400,25,55.1,53.0,06_보건의료,요양보호사,,
2873,요양보호사국가자격증취득과정,참사랑요양보호사교육원,50,600000,40,63.0,,06_보건의료,요양보호사,,
2874,요양보호사 자격취득과정 NCS-20,경인요양보호사교육원,35,640080,40,56.2,49.0,06_보건의료,요양보호사,,
2875,요양보호사자격증취득과정,부산해운대요양보호사교육원,30,600000,40,62.7,,06_보건의료,요양보호사,,
2876,요양보호사 자격 취득과정,경북요양보호사교육원,30,600000,40,50.6,48.0,06_보건의료,요양보호사,,
2877,요양보호사 자격 취득과정,서수원간호학원부설서수원요양보호사교육원,30,500000,35,54.4,55.0,06_보건의료,요양보호사,,
2878,요양보호사자격증취득과정(이론+실기),실버엔젤요양보호사교육원,30,630000,30,59.1,52.0,06_보건의료,요양보호사,,
2879,요양보호사 자격증 취득과정,큰사랑요양보호사교육원,33,450000,40,90.0,53.0,06_보건의료,요양보호사,,
2880,요양보호사 자격증 취득과정,인천검단보람요양보호사교육원,30,600000,40,52.6,53.0,06_보건의료,요양보호사,,
2881,간호조무사 자격증 취득과정,대림간호학원,204,3344000,30,84.3,,06_보건의료,간호조무사,,
2882,요양보호사자격증취득과정,새빛요양보호사교육원,30,600000,31,57.6,63.0,06_보건의료,요양보호사,,
2883,요양보호사자격증취득,상록요양보호사교육원,30,594000,35,47.3,54.0,06_보건의료,요양보호사,,
2884,요양보호사 (자격취득) 양성 과정,경북요양보호사교육원,50,600000,40,65.0,,06_보건의료,요양보호사,,
2885,NCS 적용 요양보호사 자격증 취득과정,하단레몬요양보호사교육원,30,600000,40,49.4,59.0,06_보건의료,요양보호사,,
2886,간호조무사자격증취득과정,금천간호학원,204,3344000,30,84.8,,06_보건의료,간호조무사,,
2887,"NCS 기반 요양보호사 자격증 취득과정 (요양지원, 요양원, 요양병원)",국제요양보호사교육원,30,600000,40,40.9,54.0,06_보건의료,요양보호사,,
2888,요양보호사자격증취득과정,신현대요양보호사교육원,30,570000,40,59.8,54.0,06_보건의료,요양보호사,,
2889,간호조무사 자격증 취득과정,평택보건간호학원,202,3301440,30,76.3,,06_보건의료,간호조무사,,
2890,요양보호사 자격 취득과정,금빛요양보호사교육원,30,540000,40,46.9,60.0,06_보건의료,요양보호사,,
2891,간호조무사 자격증 과정,안산대한간호학원,203,3230000,38,72.9,,06_보건의료,간호조무사,,
2892,요양보호사 자격증 취득,더나은요양보호사교육원,30,600000,40,33.3,55.0,06_보건의료,요양보호사,,
2893,요양보호사 자격증 취득과정,풍성한요양보호사교육원,30,510000,33,47.6,58.0,06_보건의료,요양보호사,,
2894,요양보호사 양성과정,언약요양보호사교육원,30,450000,40,53.1,64.0,06_보건의료,요양보호사,,
2895,요양보호사 (자격취득) 양성 과정,경북요양보호사교육원,30,600000,40,65.0,,06_보건의료,요양보호사,,
2896,요양보호사자격취득과정(NCS),은혜요양보호사교육원,30,540000,38,44.3,53.0,06_보건의료,요양보호사,,
2897,요양보호사 자격취득과정,원주간호학원부설요양보호사교육원,30,600000,30,62.6,41.0,06_보건의료,요양보호사,,
2898,간호조무사 자격 취득과정,중앙간호학원,204,3192000,30,82.9,,06_보건의료,간호조무사,,
2899,(구직자) 요양보호사 자격 취득과정,조은요양보호사교육원,30,570000,40,47.3,,06_보건의료,요양보호사,,
2900,요양보호사국가자격취득과정,굿모닝요양보호사교육원,30,600000,40,59.0,,06_보건의료,요양보호사,,
2901,요양보호사 자격 취득과정,구미간호학원부설요양보호사교육원,33,549840,24,49.0,,06_보건의료,요양보호사,,
2902,간호조무사 자격증 취득과정,인제간호학원,199,2903200,34,72.4,30.0,06_보건의료,간호조무사,,
2903,요양보호사양성과정,산돌요양보호사교육원,33,650000,30,71.4,59.0,06_보건의료,요양보호사,,
2904,간호조무사 자격 취득과정,한미간호조무사학원,204,2998960,30,84.4,,06_보건의료,간호조무사,,
2905,간호조무사 자격증 취득반,광교간호학원,382,3500560,30,73.3,,06_보건의료,간호조무사,,
2906,요양보호사자격취득과정(실업자),익산간호요양보호사교육원,42,641520,40,64.3,58.0,06_보건의료,요양보호사,,
2907,요양보호사 자격 취득과정(비NCS),당진간호학원부설요양보호사교육원,33,600000,30,68.1,52.0,06_보건의료,요양보호사,,
2908,요양보호사자격증취득과정,동해요양보호사교육원,30,500160,30,79.5,54.0,06_보건의료,요양보호사,,
2909,간호조무사 자격 취득과정(B),지산간호보건학원,191,2998960,22,82.7,,06_보건의료,간호조무사,,
2910,국제의료관광코디네이터 자격증취득과정,아바평생교육원,72,997740,11,56.4,,06_보건의료,국제의료관광코디네이터,,
2911,요양보호사 국가자격증 취득과정(야간반),신천요양보호사교육원,60,720000,38,50.4,,06_보건의료,요양보호사,,
2912,요양보호사 자격 취득과정,경기중앙간호학원 요양보호사교육원,30,600000,40,52.1,,06_보건의료,요양보호사,,
2913,요양보호사 자격 취득과정,원주간호학원 하이엔(주)분원,31,600000,30,60.7,50.0,06_보건의료,요양보호사,,
