,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS,과정,지역1,지역2
6929,"한식조리기능사 자격증과정(필기,실기)",목포국제직업전문학교,27,820260,20,29.4,45.0,13_음식서비스,한식조리기능사,,
6930,커피바리스타(자격증)디저트실무자과정,한국외식제과직업전문학교,52,1600760,15,35.5,38.0,13_음식서비스,바리스타,,
6931,한식조리기능사 자격증취득(이론과실기),민광숙요리학원,30,911400,16,42.3,34.0,13_음식서비스,한식조리기능사,,
6932,중식조리기능사자격증취득과정(이론+실기),서천요리아카데미학원,25,602100,12,43.8,50.0,13_음식서비스,중식조리기능사,,
6933,"(자격증실기)한식,일식자격증과정",한솔요리아카데미영등포,28,850640,27,32.4,41.0,13_음식서비스,한식조리기능사,,
6934,양식브런치와 파스타실무,한솔요리아카데미 강동,22,718360,20,48.1,48.0,13_음식서비스,양식조리기능사,,
6935,한식조리기능사취득-(이론+실기),기장요리학원,25,762800,10,46.9,40.0,13_음식서비스,한식조리기능사,,
6936,커피 바리스타 자격증 취득과정,The국제직업전문학교,38,1154400,15,35.6,40.0,13_음식서비스,바리스타,,
6937,"한식조리기능사 자격증 대비반(이론,실기)",관악여성인력개발센터,31,698740,12,37.5,,13_음식서비스,한식조리기능사,,
6938,"국내,SCA바리스타자격증취득과정(필기+실기)",퍼스트요리아카데미건대점학원,30,923520,12,49.3,,13_음식서비스,바리스타,,
6939,한식&양식조리기능사취득(이론+실기),신동경요리커피학원,49,1488620,14,37.2,43.0,13_음식서비스,한식조리기능사,,
6940,한식조리기능사취득과정(이론+실기),한솔요리학원,25,736710,20,42.9,36.0,13_음식서비스,한식조리기능사,,
6941,(양식+중식)조리기능사 자격증취득-실기,궁전요리제빵직업전문학교,35,1063300,18,56.5,36.0,13_음식서비스,양식조리기능사,,
6942,한식 조리사 양성 & 자격증 취득과정,강승희요리실용전문학교,25,1139250,11,100.0,38.0,13_음식서비스,한식조리기능사,,
6943,커피관리 라떼아트과정(자격취득 1급),커피문화원직업전문학교,22,677240,20,47.1,37.0,13_음식서비스,바리스타,,
6944,한식조리기능사 자격 취득 과정(이론+실기),윤성신요리전문학원,35,797470,12,62.5,41.0,13_음식서비스,한식조리기능사,,
6945,바리스타 2급 자격증 및 카페실무과정,전주요리제과제빵학원,36,1108220,18,56.0,32.0,13_음식서비스,바리스타,,
6946,한식외식실무조리,신동경요리커피학원,30,911400,14,37.2,38.0,13_음식서비스,한식조리기능사,,
6947,한식조리기능사 자격증 취득과정(이론+실기),국제평생교육원,28,835450,16,46.5,37.0,13_음식서비스,한식조리기능사,,
6948,커피바리스타 양성과정(2급자격증포함),한솔요리제과제빵아카데미,37,1139000,20,37.7,44.0,13_음식서비스,바리스타,,
6949,"중식조리(튀김,면,조림) 단기 실무과정",글로벌푸드아트수도직업전문학교,10,303800,15,72.0,21.0,13_음식서비스,중식조리기능사,,
6950,한식조리기능사 양식조리기능사 자격증 실기 취득과정,하나요리학원,63,1200010,11,51.4,51.0,13_음식서비스,한식조리기능사,,
6951,양식조리기능사실기자격증대비반,한라조리직업전문학원,20,531650,15,45.6,22.0,13_음식서비스,양식조리기능사,,
6952,한식조리기능사양성과정,오원영요리학원,40,913360,10,80.0,44.0,13_음식서비스,한식조리기능사,,
6953,한식조리기능사 취득과정(이론&실기),이화요리학원,37,835450,13,61.9,41.0,13_음식서비스,한식조리기능사,,
6954,중식조리기능사 취득(실기)과 실무과정,둔산음식나라조리제과커피학원,35,1050000,10,50.8,40.0,13_음식서비스,중식조리기능사,,
6955,한식 국·탕.찌개.밑반찬조리,동작여성인력개발센터,24,543600,16,54.3,47.0,13_음식서비스,한식조리기능사,,
6956,중식조리기능사취득(이론+실기),조해성요리학원,18,546840,16,51.0,49.0,13_음식서비스,중식조리기능사,,
6957,바리스타 양성과정(바리스타2급),창원커피맵(M.A.P.)아카데미학원,44,1015870,12,31.3,44.0,13_음식서비스,바리스타,,
6958,커피바리스타중급과정(1급취득+라떼아트),마이스터커피바리스타전문학원,25,769600,10,40.9,35.0,13_음식서비스,바리스타,,
6959,한식조리기능사 취득과정,월드호텔요리제과커피학원,43,979750,12,62.6,44.0,13_음식서비스,한식조리기능사,,
6960,커피 바리스타 베이직반 (바리스타 2급자격증 실기),한솔제과제빵커피바리스타학원,25,769600,15,28.8,37.0,13_음식서비스,바리스타,,
6961,커피바리스타(2급자격증 포함),경기외식직업전문학교,27,831160,15,51.2,39.0,13_음식서비스,바리스타,,
6962,밑반찬조리사 양성,다인요리전문학원,18,602020,12,47.3,49.0,13_음식서비스,반찬조리전문가,,
6963,커피 바리스타2급 취득과정,존스커피바리스타학원,22,677240,12,37.2,38.0,13_음식서비스,바리스타,,
6964,바리스타2급자격증&카페실무,수원외식관광직업전문학교,42,969690,12,73.0,41.0,13_음식서비스,바리스타,,
6965,"한식조리기능사 자격증 대비반(이론,실기)",관악여성인력개발센터,23,698740,12,37.5,49.0,13_음식서비스,한식조리기능사,,
6966,중식조리기능사 자격 취득과정(이론+실기),월드호텔외식직업전문학교(병점),23,524050,10,67.2,49.0,13_음식서비스,중식조리기능사,,
6967,카페바리스타2급자격증&라떼아트과정,춘경요리커피직업전문학교,30,923520,10,36.9,39.0,13_음식서비스,바리스타,,
6968,한식조리기능사자격증(이론+실기)취득과정,하나요리학원,33,1002540,14,51.4,49.0,13_음식서비스,한식조리기능사,,
6969,커피 바리스타 2급 자격취득 실기,경일직업능력개발원,25,769600,18,29.8,45.0,13_음식서비스,바리스타,,
6970,중식조리기능사실기자격증대비반,한라조리직업전문학원,15,401400,15,45.6,40.0,13_음식서비스,중식조리기능사,,
6971,한식조리기능사실기자격증대비반,한라조리직업전문학원,22,607600,15,45.6,43.0,13_음식서비스,한식조리기능사,,
6972,한식조리기능사 취득과정(이론+실기),성남요리학원,28,835450,14,65.7,46.0,13_음식서비스,한식조리기능사,,
6973,커피바리스타양성과정(2급취득+홈카페마스터),마이스터커피바리스타전문학원,30,923520,12,40.9,32.0,13_음식서비스,바리스타,,
6974,커피관리 양성과정(바리스타2급 자격증취득),동탄요리제과제빵학원,37,854250,12,38.5,41.0,13_음식서비스,바리스타,,
6975,"한식조리기능사자격증취득/이론,실기",동경요리바리스타학원,27,820260,20,55.4,46.0,13_음식서비스,한식조리기능사,,
6976,중식조리기능사취득,광산음식나라조리학원,24,615190,10,35.6,42.0,13_음식서비스,중식조리기능사,,
6977,커피 바리스타 양성 & 2급 자격증취득과정,한국정보교육원(구.경원직업전문학교),37,1139000,20,59.7,40.0,13_음식서비스,바리스타,,
6978,"한식,양식조리기능사자격취득과정",(주)한국외식조리직업전문학교 연수점,66,1503810,26,58.8,45.0,13_음식서비스,한식조리기능사,,
6979,바리스타 2급자격증 취득과정(필기+실기),퍼스트요리아카데미건대점학원,18,538720,12,49.3,35.0,13_음식서비스,바리스타,,
6980,카페메뉴와 라떼아트 및 브루잉 마스터,궁전바리스타학원,36,1085130,18,37.7,41.0,13_음식서비스,바리스타,,
6981,한식조리기능사 자격 취득과정(이론+실기),군산명문요리직업전문학교,35,797470,16,59.3,31.0,13_음식서비스,한식조리기능사,,
6982,커피바리스타 자격증 취득 및 실무과정,대전음식나라조리제과제빵학원,38,1154400,12,31.6,37.0,13_음식서비스,바리스타,,
6983,"일식, 중식조리기능사 자격취득",남양주 직업전문학교,40,911400,10,53.4,48.0,13_음식서비스,중식조리기능사,,
6984,한식조리기능사 취득(이론+실기),다인요리전문학원,26,789880,8,47.3,22.0,13_음식서비스,한식조리기능사,,
6985,양식조리기능사취득(이론+실기),북구음식나라조리학원,27,820260,12,43.1,34.0,13_음식서비스,양식조리기능사,,
6986,한식조리기능사자격취득과정,(주)한국외식조리직업전문학교,37,835450,26,66.8,49.0,13_음식서비스,한식조리기능사,,
6987,한식조리기능사 자격 취득과정(이론+실기),수완직업전문학교,22,835450,18,38.9,44.0,13_음식서비스,한식조리기능사,,
6988,커피관리 로스팅&커핑과정,커피문화원직업전문학교,27,831160,16,47.1,36.0,13_음식서비스,바리스타,,
6989,한식+양식조리기능사 자격 취득 (이론+실기),광명요리학원,37,1405070,19,58.1,42.0,13_음식서비스,한식조리기능사,,
6990,NCS 커피관리 카페메뉴(커피음료제조/라떼아트/커피매장영업관리),분당끌라시꼬커피제과제빵교육원,35,1077440,18,39.9,45.0,13_음식서비스,바리스타,,
6991,"카페운영초급실무자양성과정(라떼아트,디저트&브런치,커피샵운영)",국제조리직업전문학원,40,1150000,18,33.3,43.0,13_음식서비스,바리스타,,
6992,한식조리기능사취득과정(필기/실기),동래김경묘요리학원,26,789880,16,35.0,44.0,13_음식서비스,한식조리기능사,,
6993,한식+양식 조리기능사 취득,라임요리제과제빵학원,49,1488620,12,40.4,38.0,13_음식서비스,한식조리기능사,,
6994,중식조리기능사 취득(이론+실기),윤옥희요리직업전문학교,26,592410,12,48.9,44.0,13_음식서비스,중식조리기능사,,
6995,NCS 커피관리 양성과정(바리스타 2급/커피지도사 2급/커피음료제조),분당끌라시꼬커피제과제빵교육원,35,1077440,17,39.9,42.0,13_음식서비스,바리스타,,
6996,실무반찬 조리사 양성과정,"한쿡외식문화학원(요리,제과제빵,바리스타,조리)",29,539240,20,59.1,51.0,13_음식서비스,반찬조리전문가,,
6997,"한식,양식조리기능사취득과정(이론+실기)",서면요리학원,45,1367100,12,41.2,48.0,13_음식서비스,한식조리기능사,,
6998,커피바리스타2급 자격증,주식회사한국인재양성교육원,25,769600,18,40.8,44.0,13_음식서비스,바리스타,,
6999,"조리기능사자격증실기(한식,양식,중식)",한솔요리제과제빵아카데미,50,1519000,20,40.5,44.0,13_음식서비스,한식조리기능사,,
7000,(이론+실기) 한식조리기능사 자격 취득과정,국제요리학원,29,881020,15,46.8,45.0,13_음식서비스,한식조리기능사,,
7001,한식조리기능사(이론+실기),전윤숙조리직업전문학교,54,1215200,12,54.9,44.0,13_음식서비스,한식조리기능사,,
7002,양식조리기능사(이론+실기)취득과정,에듀셰프요리직업전문학교,26,698740,12,46.1,32.0,13_음식서비스,양식조리기능사,,
7003,커피바리스타 2급자격취득과 실무자 양성과정,둔산음식나라조리제과커피학원,53,1539000,16,38.2,42.0,13_음식서비스,바리스타,,
7004,양식조리기능사 취득과정,한양요리제빵직업전문학교,21,637980,16,57.6,42.0,13_음식서비스,양식조리기능사,,
7005,한식조리기능사취득과정(이론+실기),중앙요리학원,30,797470,10,46.7,48.0,13_음식서비스,한식조리기능사,,
7006,커피바리스타 2급 자격증 취득과정,간석마스터커피학원,33,746510,12,75.0,38.0,13_음식서비스,바리스타,,
7007,커피바리스타양성(2급자격증),은곡직업전문학교,17,769600,10,59.5,34.0,13_음식서비스,바리스타,,
7008,중식조리기능사 자격 취득과정 (실기),북구음식나라조리학원,15,463290,12,43.1,46.0,13_음식서비스,중식조리기능사,,
7009,커피로스팅 및 커핑 기초과정,광진커피바리스타학원,16,369400,10,40.8,42.0,13_음식서비스,바리스타,,
7010,"한식,양식조리기능사자격증취득(이론+실기)",한솔요리커피제과제빵아카데미,46,1215200,20,50.6,32.0,13_음식서비스,한식조리기능사,,
7011,양식.중식조리기능사 취득과정,해성요리제과제빵학원,57,1298740,12,49.4,41.0,13_음식서비스,양식조리기능사,,
7012,바리스타 2급자격증 취득과정(필기+실기),퍼스트요리아카데미건대점학원,18,538720,12,49.3,31.0,13_음식서비스,바리스타,,
7013,한식조리기능사자격증 취득(이론+실기),동아요리커피학원,40,1215200,14,25.0,40.0,13_음식서비스,한식조리기능사,,
7014,한식조리기능사 자격 취득과정(이론+실기),마스터요리학원,28,835450,12,44.4,40.0,13_음식서비스,한식조리기능사,,
7015,한식조리기능사자격 취득과정(이론+실기),조해성요리학원,27,820260,16,51.0,44.0,13_음식서비스,한식조리기능사,,
7016,커피바리스타실무과정(2급/1급 자격증),경희커피바리스타제과직업전문학원,37,1139000,20,41.7,37.0,13_음식서비스,바리스타,,
7017,일식자격증실기 및 일식수제안주,한솔요리제과제빵아카데미,30,911400,16,40.5,42.0,13_음식서비스,일식조리기능사,,
7018,한식 + 양식조리기능사 취득과정(이론 + 실기),의정부 직업전문학교,49,1488620,16,49.6,40.0,13_음식서비스,한식조리기능사,,
7019,커피바리스타 2급자격증 취득 (이론+실기),서울현대직업전문학교 디지털구로캠퍼스,24,738810,18,57.6,36.0,13_음식서비스,바리스타,,
7020,바리스타자격증과정(1급2급실기),남경성요리제빵커피직업전문학교,46,1416060,18,71.3,47.0,13_음식서비스,바리스타,,
7021,"한식,양식 조리기능사취득과정(이론+실기)",통영조리직업전문학교,65,1488620,26,56.9,32.0,13_음식서비스,한식조리기능사,,
7022,커피 바리스타 양성자과정 (바리스타2급+홈카페마스터),경남커피교육학원,38,1174400,14,46.9,42.0,13_음식서비스,바리스타,,
7023,커피로스팅실무과정(로스트마스터취득),마이스터커피바리스타전문학원,30,923520,12,40.9,33.0,13_음식서비스,바리스타,,
7024,커피 바리스타 실무자 양성과정(바리스타 2급),코코커피바리스타학원,33,1000480,16,51.9,32.0,13_음식서비스,바리스타,,
7025,"(이론+실기) 한식,양식조리기능사 자격취득",뉴영남요리제과제빵아카데미,53,1519000,12,52.4,32.0,13_음식서비스,한식조리기능사,,
7026,일식조리 오로시스시과정,타츠원스시아카데미학원,33,1599500,10,58.3,36.0,13_음식서비스,일식조리기능사,,
7027,한식조리기능사자격취득과정(이론+실기),한국호텔관광실용전문학교,36,820260,20,79.6,47.0,13_음식서비스,한식조리기능사,,
7028,"커피 바리스타 2급 및 라떼아트 자격증 취득과정(필기,실기)",다옴직업전문학교,30,1154400,24,82.1,31.0,13_음식서비스,바리스타,,
7029,한식조리기능사 자격증(이론+실기) 및 단체급식 실무과정,대전음식나라조리제과제빵학원,43,1154440,16,32.1,47.0,13_음식서비스,한식조리기능사,,
7030,커피바리스타2급취득양성(이론+실기),경남요리제과직업전문학교,25,769600,15,26.9,47.0,13_음식서비스,바리스타,,
7031,한식조리기능사 자격 취득과정(이론+실기),김경묘요리학원,38,1154440,17,36.4,41.0,13_음식서비스,한식조리기능사,,
7032,한식조리기능사자격취득과정,한국외식조리직업전문학교,37,835450,16,72.2,45.0,13_음식서비스,한식조리기능사,,
7033,한식조리기능사(이론+실기)취득 과정,에듀셰프요리제과제빵교육원,27,812660,18,50.5,41.0,13_음식서비스,한식조리기능사,,
7034,커피바리스타 2급 자격취득 (이론/실기),한국제일요리커피학원,25,754200,10,36.8,31.0,13_음식서비스,바리스타,,
7035,양식카페퓨전브런치과정,한솔요리커피제과제빵아카데미,25,759500,20,50.6,44.0,13_음식서비스,양식조리기능사,,
7036,"양식,중식조리기능사취득과정(필기/실기)",동래김경묘요리학원,33,1002540,8,35.0,50.0,13_음식서비스,양식조리기능사,,
7037,한식조리기능사 자격취득과정(이론+실기),대전YWCA여성인력개발센터,30,683550,20,56.0,45.0,13_음식서비스,한식조리기능사,,
7038,한식조리기능사 자격증 취득반 (이론+실기),김미연요리제과제빵학원,27,820260,15,64.7,42.0,13_음식서비스,한식조리기능사,,
7039,한식조리실무 양성과정(실기),중앙요리학원,24,729120,22,38.1,39.0,13_음식서비스,한식조리기능사,,
7040,국내국제 바리스타 자격취득과정,광진커피바리스타학원,26,600280,15,40.8,34.0,13_음식서비스,바리스타,,
7041,중식조리기능사취득과정(실기),일산중앙요리전문교육원,25,569620,12,39.4,37.0,13_음식서비스,중식조리기능사,,
7042,일식사시미스시전문가과정,김영호일식조리학원,33,1500000,12,45.6,27.0,13_음식서비스,일식조리기능사,,
7043,바리스타입문(바리스타2급+홈카페마스터)양성과정,성북커피학원,24,738810,18,44.2,33.0,13_음식서비스,바리스타,,
7044,한식조리기능사자격취득과정,(주)한국외식조리직업전문학교 연수점,37,835450,26,58.8,40.0,13_음식서비스,한식조리기능사,,
7045,한식조리기능사취득,시흥여성인력개발센터,23,762580,12,57.7,51.0,13_음식서비스,한식조리기능사,,
7046,커피바리스타1급 자격증,주식회사한국인재양성교육원,31,769600,15,40.8,35.0,13_음식서비스,바리스타,,
7047,커피바리스타2급자격증취득 (한국커피협회주관),경일직업능력개발원(서구),33,769600,18,33.3,28.0,13_음식서비스,바리스타,,
7048,커피바리스타 입문자 및 자격증 과정,목포국제직업전문학교,50,1154400,12,29.8,44.0,13_음식서비스,바리스타,,
7049,커피 바리스타 입문과정(2급자격/커피음료/커피추출),한국제일요리커피학원,33,1015870,10,36.8,40.0,13_음식서비스,바리스타,,
7050,커피바리스타 2급자격증 취득과정,커피인바리스타학원,15,461760,12,42.9,35.0,13_음식서비스,바리스타,,
7051,커피바리스타와 카페브런치(바리스타2급자격증포함),경기외식직업전문학교,50,1539200,15,51.2,44.0,13_음식서비스,바리스타,,
7052,커피바리스타 라떼아트,주식회사한국인재양성교육원,16,369400,15,40.8,34.0,13_음식서비스,바리스타,,
7053,한식조리기능사 자격취득과정(이론/실기),한국제일요리커피학원,27,820260,20,46.4,50.0,13_음식서비스,한식조리기능사,,
7054,양식조리사자격증(이론+실기)취득과정,둔산요리학원,34,759500,10,48.7,41.0,13_음식서비스,양식조리기능사,,
7055,한식조리기능사 자격 취득과정(이론+실기),이성실요리커피제빵학원,28,835450,12,52.4,38.0,13_음식서비스,한식조리기능사,,
7056,커피바리스타(자격취득 및 커피실무)양성과정,비엠커피학원,38,1154400,12,48.4,45.0,13_음식서비스,바리스타,,
7057,바리스타 2급 자격증 취득과정,궁전바리스타학원,25,754200,12,37.7,31.0,13_음식서비스,바리스타,,
7058,한식조리사자격증취득(이론+실기),신동경요리커피학원,27,820260,14,37.2,43.0,13_음식서비스,한식조리기능사,,
7059,커피바리스타(음료제조 및 라떼아트)양성과정,비엠커피학원,34,1031260,6,48.4,33.0,13_음식서비스,바리스타,,
7060,바리스타 2급자격증 취득과정(필기+실기),퍼스트요리아카데미건대점학원,14,538720,12,49.3,27.0,13_음식서비스,바리스타,,
7061,커피 브루잉 실무과정(핸드드립),커피문화원직업전문학교,24,554110,16,47.1,37.0,13_음식서비스,바리스타,,
7062,커피바리스타양성과정(2급취득+홈카페마스터),마이스터커피바리스타전문학원,30,923520,12,40.9,38.0,13_음식서비스,바리스타,,
7063,일식조리기능사 자격 취득과정(이론+실기),마스터요리학원,20,607600,8,44.4,38.0,13_음식서비스,일식조리기능사,,
7064,"일식실무(일식조리기능사필기/실기,스시뷔페)조리사과정",동래김경묘요리학원,25,759500,13,35.0,33.0,13_음식서비스,일식조리기능사,,
7065,커피로스팅과정 (로스트마스터),경남커피교육학원,34,789600,14,46.9,37.0,13_음식서비스,바리스타,,
7066,일식조리기능사 취득과정(이론+실기),통영조리직업전문학교,27,607600,13,56.9,42.0,13_음식서비스,일식조리기능사,,
7067,조리기능사(한식이론.실기)자격증대비반,한라조리직업전문학원,29,853080,15,45.6,50.0,13_음식서비스,한식조리기능사,,
7068,커피바리스타 2급자격증 취득과정,커피인바리스타학원,20,461760,12,42.9,38.0,13_음식서비스,바리스타,,
7069,양식자격증 및 중식자격증 취득과정(실기),중앙요리학원,52,1184820,10,38.1,22.0,13_음식서비스,양식조리기능사,,
7070,양식조리기능사 중식조리기능사 자격증 실기취득과정,하나요리학원,53,1032920,11,51.4,35.0,13_음식서비스,양식조리기능사,,
7071,라떼아트 카페메뉴과정(바리스타1급자격증),고양커피학원,30,923520,18,32.7,38.0,13_음식서비스,바리스타,,
7072,바리스타양성과정(바리스타2급자격증),고양커피학원,30,923520,18,32.7,47.0,13_음식서비스,바리스타,,
7073,한식조리기능사 자격증취득과정(이론+실기2회반복),세종요리칵텔학원,30,797470,10,57.1,37.0,13_음식서비스,한식조리기능사,,
7074,한식조리기능사(이론+실기)취득과정,이화푸드조리제빵학원,27,820260,16,54.0,41.0,13_음식서비스,한식조리기능사,,
7075,카페메뉴(커피+티마스터)과정,성북커피학원,25,769600,18,44.2,41.0,13_음식서비스,바리스타,,
7076,일식조리사자격증취득(이론/실기),신동경요리커피학원,26,729120,10,37.2,47.0,13_음식서비스,일식조리기능사,,
7077,로스팅전문가반,고양커피학원,30,923520,10,32.7,48.0,13_음식서비스,로스트마스터,,
7078,중식조리기능사 자격 취득(이론+실기),기장정관음식나라조리학원,20,607600,12,52.9,53.0,13_음식서비스,중식조리기능사,,
7079,바리스타양성,제너럴커피학원,20,615680,12,48.3,30.0,13_음식서비스,바리스타,,
7080,일식조리기능사 취득(이론+실기),윤옥희요리직업전문학교,26,592410,12,48.9,31.0,13_음식서비스,일식조리기능사,,
7081,중식조리기능사 자격증취득과정(이론+실기2회 반복),세종요리칵텔학원,24,546840,10,57.1,40.0,13_음식서비스,중식조리기능사,,
7082,양식+중식조리기능사취득(실기),조해성요리학원,34,1032920,16,51.0,43.0,13_음식서비스,양식조리기능사,,
7083,신입바리스타 양성(2급 자격증),에스씨요리학원,38,923520,12,31.3,48.0,13_음식서비스,바리스타,,
7084,"커피바리스타마스터반(핸드드립,라떼아트,카페메뉴)",한솔제과제빵커피바리스타학원,30,973520,17,28.8,34.0,13_음식서비스,바리스타,,
7085,커피바리스타 실무자 양성과정(자격+라떼아트),국제조리직업전문학원,40,923520,18,33.3,26.0,13_음식서비스,바리스타,,
7086,"단체급식조리사 양성(국,찌개, 밑반찬, 일품요리)",동경요리바리스타학원,40,1215200,16,55.4,44.0,13_음식서비스,반찬조리전문가,,
7087,바리스타2급 자격취득(실무포함),효성직업능력개발원,47,1085130,12,57.6,28.0,13_음식서비스,바리스타,,
7088,한식조리기능사 & 양식조리기능사 & 중식조리기능사 (이론 및 실기)과정,에듀셰프요리직업전문학교,42,1275960,12,46.1,37.0,13_음식서비스,한식조리기능사,,
7089,바리스타 1급 자격증 (실기) 취득과정,(주)상록호텔조리직업전문학교,20,461760,18,56.3,41.0,13_음식서비스,바리스타,,
7090,한식조리기능사취득반,제천중앙요리학원,50,1139250,12,57.1,32.0,13_음식서비스,한식조리기능사,,
7091,"라떼아트,커피추출과정(중급)",한국음식문화직업전문학교,19,577200,18,47.4,36.0,13_음식서비스,바리스타,,
7092,"커피바리스타양성과정(2급,1급,라떼아트,카페메뉴)",한국호텔관광실용전문학교,70,1616160,20,58.2,35.0,13_음식서비스,바리스타,,
7093,한식조리기능사취득 및 밑반찬과정,논현요리제과커피학원,33,1002540,20,60.0,48.0,13_음식서비스,한식조리기능사,,
7094,(양식+중식)조리기능사 자격증취득-실기,궁전요리제빵직업전문학교,35,1063300,18,56.5,43.0,13_음식서비스,양식조리기능사,,
7095,커피바리스타2급자격증취득과정,(주)한국외식조리직업전문학교,40,923520,20,54.6,34.0,13_음식서비스,바리스타,,
7096,커피브루잉실무과정(핸드드립+커피지도사1급취득),마이스터커피바리스타전문학원,24,554110,10,40.9,37.0,13_음식서비스,바리스타,,
7097,바리스타 자격증 취득과정(실기),제천제빵커피학원,24,798810,18,79.1,46.0,13_음식서비스,바리스타,,
7098,"한식,중식조리기능사 자격 취득과정(이론+실기)",포항중앙요리오거리점학원,40,1215200,19,40.7,48.0,13_음식서비스,한식조리기능사,,
7099,바리스타2급자격증취득과정(이론+실기),(주)씨아이케이한국외식조리직업전문학교(CIK),34,769600,20,50.7,38.0,13_음식서비스,바리스타,,
7100,중식조리기능사 취득과정(이론/실기),양산음식나라조리학원,20,607600,15,54.5,44.0,13_음식서비스,중식조리기능사,,
7101,일식조리마스터과정,김영호일식조리학원,45,2050000,12,45.6,44.0,13_음식서비스,일식조리기능사,,
7102,한식조리기능사 자격취득,남양주 직업전문학교,30,683550,10,53.4,45.0,13_음식서비스,한식조리기능사,,
7103,한식조리기능사자격증취득과정(이론+실기),둔산요리학원,36,820260,14,48.7,46.0,13_음식서비스,한식조리기능사,,
7104,일식조리기능사 자격 취득과정(이론+실기),김경묘요리학원,23,698740,10,36.4,39.0,13_음식서비스,일식조리기능사,,
7105,중식조리기능사 취득과정(이론+실기),성남외식조리직업전문학교,20,607600,20,47.1,47.0,13_음식서비스,중식조리기능사,,
7106,양식조리기능사자격증 실기(2번반복),한솔요리커피제과제빵아카데미,18,683550,16,50.6,35.0,13_음식서비스,양식조리기능사,,
7107,한식조리기능사 실기 및 찬품조리과정,김지순요리제과직업전문학교,30,683550,16,48.0,44.0,13_음식서비스,한식조리기능사,,
7108,한식&양식조리기능사(필기+실기)자격취득,광주국제직업전문학교,45,1367100,15,70.4,33.0,13_음식서비스,한식조리기능사,,
7109,커피관리 바리스타과정(자격취득 2급),커피문화원직업전문학교,30,923520,20,47.1,38.0,13_음식서비스,바리스타,,
7110,한식양식,구미직업전문학교,33,1503810,24,61.1,39.0,13_음식서비스,한식조리기능사,,
7111,커피바리스타(2급)취득 및 카페베이커리,논현요리제과커피학원,31,954300,12,41.0,43.0,13_음식서비스,바리스타,,
7112,NCS 커피관리 심화과정(바리스타 1급/커피지도사 1급/라떼아트),분당끌라시꼬커피제과제빵교육원,35,1077440,18,39.9,49.0,13_음식서비스,바리스타,,
7113,한식조리기능사(필기+실기),한솔요리학원종로3가점,20,592410,20,48.8,39.0,13_음식서비스,한식조리기능사,,
7114,한식조리기능사 취득(이론+실기),김천요리제과직업전문학교,24,729120,12,35.0,49.0,13_음식서비스,한식조리기능사,,
7115,커피 바리스타 베이직반 (바리스타 2급자격증 실기),한솔제과제빵커피바리스타학원,25,769600,15,28.8,46.0,13_음식서비스,바리스타,,
7116,한식조리기능사(이론+실기)취득,에듀셰프요리직업전문학교,30,812660,20,46.1,46.0,13_음식서비스,한식조리기능사,,
7117,커피관리 라떼아트과정(자격취득 1급),커피문화원직업전문학교,22,677240,20,47.1,38.0,13_음식서비스,바리스타,,
7118,"한정식취업반 (밑반찬, 단체급식, 일품요리)",국제평생교육원,50,1500000,15,46.5,49.0,13_음식서비스,반찬조리전문가,,
7119,반찬조리실무과정,한선생직업전문학교,34,774690,16,53.4,56.0,13_음식서비스,반찬조리전문가,,
7120,바리스타 양성 및 자격증 취득과정,군산명문요리직업전문학교,40,915820,12,53.4,31.0,13_음식서비스,바리스타,,
7121,양식조리기능사취득과정(이론+실기),기장요리학원,23,762800,10,46.9,45.0,13_음식서비스,양식조리기능사,,
7122,한식조리기능사 자격증실기 + 한식실무(김치)과정,한솔요리커피제과제빵아카데미,33,987350,20,50.6,42.0,13_음식서비스,한식조리기능사,,
7123,한식조리기능사 취득(이론+실기),한국조리사관직업전문학교,24,911400,30,45.5,49.0,13_음식서비스,한식조리기능사,,
7124,반찬조리실무취업과정,(주)한국외식조리직업전문학교,50,1139250,20,66.8,42.0,13_음식서비스,반찬조리전문가,,
7125,한식조리기능사 자격증 취득과정,동양요리직업전문학교,31,941780,12,88.9,41.0,13_음식서비스,한식조리기능사,,
7126,로스트마스터(로스팅)와 커피지도사1급(핸드드립) 자격취득과정,성북커피학원,32,985080,15,44.2,35.0,13_음식서비스,바리스타,,
7127,양식조리기능사 자격증 취득과정(이론+실기) 및 브런치 실무과정,대전음식나라조리제과제빵학원,40,1063300,16,32.1,38.0,13_음식서비스,양식조리기능사,,
7128,한식가정식 밑반찬실무과정,한솔요리아카데미 강동,23,657600,20,48.1,50.0,13_음식서비스,한식조리기능사,,
7129,"양식조리 브런치&샌드위치과정(커피,음료,디저트+카페실무)",국제조리직업전문학원,32,902690,12,34.5,37.0,13_음식서비스,바리스타,,
7130,"커피바리스타 실무자양성(2급자격증,라떼아트,핸드드립,메뉴)",일곡직업전문학원,45,1385280,12,70.0,44.0,13_음식서비스,바리스타,,
7131,중식조리기능사 자격취득 (이론+실기),경남요리제과직업전문학교,19,577220,18,55.3,43.0,13_음식서비스,중식조리기능사,,
7132,한식조리기능사자격증취득과정(이론+실기),전통외식조리직업전문학교,24,729120,18,61.5,52.0,13_음식서비스,한식조리기능사,,
7133,NCS 커피관리 실무과정(바리스타 2급/커피음료제조/커피매장영업관리),분당끌라시꼬커피제과제빵교육원,42,1292920,18,39.9,39.0,13_음식서비스,바리스타,,
