,과정명,학원명,기간,훈련비,정원,취업률,연령대
127,요양보호사 자격증 취득(사회복지사자격증소지자),보라매요양보호사교육원,12,250000,29,,48
128,요양보호사자격증취득과정,인천검단보람요양보호사교육원,30,570000,40,52.6,57
129,"요양보호사 자격증취득과정(주,야간)",뉴시흥요양보호사교육원,30,540000,35,,58
130,요양보호사자격증취득과정,성산요양보호사교육원,30,564000,33,56.8,55
131,요양보호사 자격취득과정(NCS과정),호남간호요양보호사교육원,30,641520,22,41.3,51
132,요양보호사 자격 취득과정,삼성실버요양보호사교육원,39,640080,40,59.8,57
133,요양보호사 자격증 취득과정,구미요양보호사교육원,30,600000,40,49.1,49
134,간호조무사 자격 취득과정,한나간호학원,197,2901680,23,68.6,32
135,요양보호사 자격취득 교육과정,더큰요양보호사교육원,30,510000,36,53.3,53
136,요양보호사 국가자격증 취득과정,굿모닝요양보호사교육원,30,450000,30,,56
137,요양보호사 자격 취득과정,원주간호학원부설요양보호사교육원,30,600000,30,62.6,57
138,요양보호사 자격 취득과정,영남요양보호사교육원,30,640800,40,64.5,54
139,보험심사평가사 자격증 취득과정,테레사간호학원,12,1000000,30,,49
140,요양보호사자격증취득과정,새빛요양보호사교육원,30,600000,31,57.6,53
141,요양보호사 자격 취득과정,VIP요양보호사교육원,30,540000,34,,56
142,요양보호사 자격 취득과정,경북요양보호사교육원,30,600000,40,50.6,52
143,"요양보호사 자격증취득(주간,야간)",아름다운세상만들기요양보호사교육원,30,540000,40,55.8,58
144,요양보호사 자격증 취득(일반 NCS적용),더나은요양보호사교육원,30,600000,30,33.3,59
145,요양보호사 취득과정,현대요양보호사교육원,30,638400,25,55.1,59
146,요양보호사 자격 취득(오전),금정요양보호사교육원,30,600000,40,48.1,53
147,요양보호사국가자격증취득,수원누네요양보호사교육원,30,510000,27,,57
148,NCS 요양보호사 자격 취득과정,성모요양보호사교육원,30,600000,38,57.3,53
149,요양보호사 자격 취득과정,화원요양보호사교육원,38,640080,40,53.2,55
150,요양보호사 자격증 취득,다사랑요양보호사교육원,30,641520,37,53.3,55
151,요양보호사 자격증취득과정,고려요양보호사교육원,30,650000,20,,50
152,병원코디네이터 및 상담실장 양성과정(NCS기반),종로아바CS평생교육원,22,609730,20,36.8,41
153,요양보호사 자격 취득과정,예산간호학원부설 요양보호사교육원,59,641280,30,87.5,59
154,요양보호사 자격 취득과정,케어대한요양보호사교육원,30,540000,40,51.4,53
155,요양보호사 자격소지반(사회복지사)과정,안양벧엘요양보호사교육원,12,200000,30,60.9,50
156,요양보호사 자격취득과정,열린요양보호사교육원,50,540000,40,56,56
157,요양보호사 자격증 취득과정(사회복지사 자격증 소지반),광주역요양보호사교육원,12,200000,20,52.2,45
158,NCS 요양보호사국가 자격증취득과정,경인요양보호사교육원,30,640080,40,56.2,56
159,요양보호사 자격 취득과정,민들레요양보호사교육원,30,500160,37,63.2,51
160,요양보호사자격취득,김해사랑요양보호사교육원,30,600000,40,49.2,54
161,요양보호사자격증취득과정(이론+실기),실버엔젤요양보호사교육원,30,630000,30,59.1,57
162,요양보호사 자격취득과정,홍주요양보호사교육원,33,641520,30,57.3,58
163,요양보호사자격취득과정,엠마오요양보호사교육원,30,510000,40,53.5,55
164,요양보호사 자격취득과정,새소망전국요양보호사교육원,30,450000,40,62.9,54
165,요양보호사 양성과정,언약요양보호사교육원,30,510000,40,53.1,57
166,요양보호사 자격증 취득과정(실업자),전주메디칼요양보호사교육원,31,624000,30,53,56
167,요양보호사자격증 취득과정,상록요양보호사교육원,30,510000,33,47.3,55
168,요양보호사자격증취득과정,익산성모요양보호사교육원,30,650000,35,66,54
169,요양보호사자격증취득과정,햇빛요양보호사교육원,30,510000,40,66.3,56
170,요양보호사 국가자격증 취득과정,글로벌간호학원부설요양보호사교육원,30,641520,34,52.7,54
171,요양보호사자격증취득과정,드림요양보호사교육원,30,641520,29,45.2,53
172,요양보호사(자격증 취득과정),효요양보호사교육원,30,600000,30,,56
173,요양보호사자격증 취득,새고려요양보호사교육원,30,600000,30,50,55
174,요양보호사 자격증 취득과정,종로요양보호사교육원,30,641280,37,67.6,56
175,요양보호사 자격취득과정(NCS과정),호남간호요양보호사교육원,37,641520,22,41.3,50
176,요양보호사 자격 취득과정 - 실업자,(주)엔젤21세기부설엔젤요양보호사교육원,30,450000,35,47.4,57
177,요양보호사 자격증 취득과정,진해간호요양보호사교육원,37,630000,30,35.5,55
178,요양보호사 자격 취득과정,나이팅게일간호학원부설요양보호사교육원,30,500160,39,48,58
179,간호조무사 자격 취득과정,(주)미즈간호학원,191,2527760,29,78.7,39
180,요양보호사 국가자격증 취득과정,(주)해피요양보호사교육원,30,510000,40,,58
181,요양보호사 자격증 취득 과정,산재요양보호사교육원,30,550080,36,52.8,57
182,요양보호사 자격 취득과정(사회복지사 자격증 소지자),BHS좋은요양보호사교육원,12,250000,40,38.9,46
183,요양보호사 자격 취득과정,BHS좋은요양보호사교육원,38,630000,40,38.9,58
184,요양보호사 자격 취득과정,프레이즈요양보호사교육원,30,451200,25,49.4,50
185,요양보호사국가자격과정,포항한국간호전문학원 부설 한국요양보호사교육원,30,550080,35,51.6,56
186,요양보호사 자격증 취득과정,풍성한요양보호사교육원,30,510000,32,47.6,53
187,요양보호사 국가자격 국시대비,인천예원요양보호사교육원,30,540000,40,44.8,58
188,요양보호사 자격증 취득과정,진해보금요양보호사교육원,30,600000,40,45.7,55
189,요양보호사 자격 취득과정,대성요양보호사교육원,60,600000,36,63.6,54
190,요양보호사 자격증 취득과정 (주간),강릉직업전문학교부설 요양보호사교육원,42,550080,30,56.9,51
191,요양보호사 자격증 취득과정(신규자),효성요양보호사교육원,32,540000,40,53.2,54
192,요양보호사자격증취득(국가자격증),노아요양보호사교육원,41,570000,40,52,57
193,요양보호사 자격 취득과정,김해중앙복지전문학원부설요양보호사교육원,30,641520,29,,55
194,요양보호사양성과정(자격증),거제요양보호사교육원,33,600000,40,50,54
195,요양보호사 양성과정,연수요양보호사교육원,30,600000,40,50,53
196,요양보호사지격증취득대비반,마두요양보호사교육원,30,640800,40,54.8,58
197,요양보호사 자격 취득과정,효경요양보호사교육원,30,570000,33,,54
198,(NCS) 요양보호사 자격 취득과정,조은요양보호사교육원,30,540000,40,47.3,56
199,요양보호사 자격증 취득과정,미래간호학원부설요양보호사교육원,33,640080,40,53.2,56
200,요양보호사 자격취득과정,섬기미요양보호사교육원,30,640080,40,52,55
201,병원코디네이터 양성과정,한국종합교육원,20,554300,15,,35
202,요양보호사 자격 취득과정,참좋은요양보호사교육원,33,600000,40,45.7,54
203,요양보호사자격취득과정,호원요양보호사교육원,30,510000,30,,54
204,요양보호사 자격취득과정,이천요양보호사교육원,61,630000,32,60.5,57
205,Basic 비NCS 요양보호사 양성과정,인천일신요양보호사교육원,33,540000,40,62.2,53
206,요양보호사자격증취득과정,참사랑요양보호사교육원,30,500160,30,63,52
207,요양보호사 양성과정 사회복지사 국가자격증 소지자반,인천일신요양보호사교육원,11,250000,40,62.2,47
208,요양보호사국가자격증취득과정,참사랑요양보호사교육원,57,500160,40,63,54
209,요양보호사취득-국가자격(사회복지사)소지자반,케어대한요양보호사교육원,12,250000,40,51.4,50
210,요양보호사자격증취득과정,금천요양보호사교육원,55,590400,38,53.5,51
211,요양보호사 자격증 취득과정,새롬요양보호사교육원,30,641520,30,45.6,56
212,요양보호사자격취득과정,가톨릭요양보호사교육원,30,500160,40,,61
213,요양보호사 자격증 취득과정,집으로요양보호사교육원,30,540000,34,57.3,53
214,"요양보호사자격취득과정(신규,2019-2)",미래요양보호사교육원,36,640800,40,54.3,56
215,요양보호사 자격취득과정,봉동요양보호사교육원,37,641520,30,51.6,51
216,요양보호사자격취득과정,베스트요양보호사교육원,30,640080,35,42.3,53
217,요양보호사 자격 취득과정,성모요양보호사교육원,30,550000,33,46.6,57
218,요양보호사자격증 취득과정,샘물요양보호사교육원,42,641520,32,69.4,53
219,"요양보호사 양성과정(간호조무사,물리치료사,작업치료사 자격취득자)",부천중부요양보호사교육원,12,200000,40,52.4,46
220,요양보호사자격증취득과정,산돌요양보호사교육원,49,641520,30,71.4,56
221,요양보호사 자격취득과정,새늘요양보호사교육원,30,600000,40,52.8,53
222,요양보호사 자격증 취득과정(사회복지사),종로요양보호사교육원,12,168400,37,67.6,47
223,요양보호사자격증취득,삼산요양보호사교육원,30,641520,34,36.2,61
224,요양보호사자격취득과정,아름다운요양보호사교육원,35,499200,35,58.2,52
225,요양보호사자격증 취득과정,한국실버요양보호사교육원,30,468000,30,50.5,58
226,요양보호사 자격 취득과정,김해중앙복지전문학원부설요양보호사교육원,50,641520,29,,51
227,요양보호사 자격 취득과정,(주)한국요양보호사교육원,35,540000,30,53.5,55
228,요양보호사 자격 취득과정,엘림평생요양보호사교육원,30,641520,33,,55
229,요양보호사(NCS) 양성과정,한국시니어요양보호사교육원,33,640080,27,57.9,60
230,요양보호사자격취득과정,은혜요양보호사교육원,30,540000,38,44.3,55
231,요양보호사 자격 취득과정(주간반),한양요양보호사교육원,33,480000,40,47,58
232,요양보호사 국가자격증 취득과정,하단레몬요양보호사교육원,33,600000,40,49.4,51
233,요양보호사자격취득과정,안산요양보호사교육원,30,500000,35,,56
234,요양보호사1급자격증과정,인성요양보호사 교육원,46,600000,40,55.3,57
235,"요양보호사 국가 자격증 취득과정 (요양지원, 간병인)",남동요양보호사교육원,30,540000,40,51.5,52
236,요양보호사 자격취득과정,열린요양보호사교육원,30,540000,40,56,58
237,요양보호사 자격 취득과정(A),전주안골간호학원부설요양보호사교육원,37,600000,40,48.6,57
238,요양보호사 자격 취득과정,삼송요양보호사교육원,30,600000,30,,53
239,요양보호사 자격증 취득,한빛요양보호사교육원,30,499920,30,47.3,57
240,요양보호사 자격취득-사회복지사,경인요양보호사교육원,11,250000,40,56.2,51
241,요양보호사자격증취득과정,영광요양보호사교육원,50,650000,40,54.3,55
242,요양보호사자격증취득과정,김포간호학원부설요양보호사교육원,35,600000,32,65,59
243,요양보호사 자격증 취득과정,송천탑클래스간호학원부설요양보호사교육원,33,600000,30,57.1,53
244,요양보호사 양성과정(자격증 취득과정),부천중부요양보호사교육원,30,510000,40,52.4,54
245,요양보호사 자격 취득 과정,행복요양보호사교육원,40,570000,40,51.4,53
246,의료서비스종합실무과정,정연화의료서비스아카데미전문학원,50,1940050,30,63.6,26
247,(국가공인)요양보호사 자격 취득 과정,창원행복요양보호사교육원,30,510000,40,41.7,55
248,요양보호사자격증취득과정,동부케어요양보호사교육원,30,600000,30,43,56
249,요양보호사,은혜요양보호사교육원,30,640080,34,,51
250,요양보호사 국가자격증 취득과정(일반반),희망요양보호사교육원,45,550080,30,48,65
251,요양보호사 국가자격 국시대비,인천예원요양보호사교육원,60,540000,40,44.8,56
252,간호조무사자격증취득,메타간호학원,191,2998960,50,80,37
253,요양보호사자격증취득과정,굿모닝요양보호사교육원,30,641520,40,59,52
254,요양보호사자격취득,새부산요양보호사교육원,37,600000,37,54.1,57
255,간호조무사 자격 취득과정,구미간호조무사학원,221,2998960,38,84.1,33
256,간호조무사 자격증 취득과정,탑(TOP)간호학원,191,2681280,34,,37
257,요양보호사 자격 취득과정,은혜간호학원 부설 요양보호사교육원,33,700000,30,58,57
258,요양보호사자격증취득(취업성공),노아요양보호사교육원,41,570000,21,52,53
259,요양보호사 자격 취득과정,엔젤요양보호사교육원,39,600000,40,,54
260,간호조무사자격증취득과정,사창미즈간호학원,191,2964000,28,73.6,34
261,요양보호사 자격 취득과정,세계로요양보호사교육원,34,641520,37,37.9,57
262,요양보호사 자격 취득과정,명성요양보호사교육원,50,499920,37,52.4,59
263,요양보호사 자격취득과정(실업자),꽃담요양보호사교육원,33,600000,30,55.9,54
264,요양보호사자격취득과정,범계요양보호사교육원,30,588000,40,50.5,55
265,요양보호사 자격증취득과정,고운요양보호사교육원,30,528000,40,49.4,57
266,요양보호사 자격 취득과정,연세요양보호사교육원,30,450000,40,45.4,58
267,요양보호사 자격증 취득 과정,산재요양보호사교육원,56,550080,36,52.8,54
268,요양보호사 자격 취득과정,아중안골평화요양보호사교육원,40,641520,18,64.3,57
269,요양보호사 자격취득 교육과정,더큰요양보호사교육원,30,641520,38,53.3,55
270,요양보호사 자격증 취득과정,행복나눔요양보호사교육원,30,504000,33,64.6,59
271,요양보호사 자격 취득과정(신규반),(주)한동네요양보호사교육원,30,600000,39,,57
272,요양보호사 자격취득과정 (성남 한누리),한누리요양보호사교육원,30,600000,37,,53
273,요양보호사 자격 취득과정,연세요양보호사교육원,61,680000,34,,58
274,요양보호사(표준)주간과정,평화요양보호사교육원,30,600000,29,52.2,58
275,요양보호사자격취득(표준교육),논산여성인력개발센터,31,641280,30,65.9,55
276,요양보호사자격증취득과정,햇빛요양보호사교육원,50,510000,40,66.3,58
277,요양보호사 자격 취득 과정,참좋은요양보호사교육원,50,540000,36,,52
278,요양보호사 자격증 취득과정-사회복지사(국자자격(면허)소지자),행복나눔요양보호사교육원,11,250000,33,64.6,40
279,요양보호사 국가자격증 취득(실업자),주식회사 나눔이장기요양센터,50,450000,30,,52
280,간호조무사자격취득과정,주식회사 은행동미즈간호학원,191,2489760,31,75,33
281,요양보호사 자격 취득과정,정상요양보호사교육원,33,540000,38,56,56
282,요양보호사 자격증 취득과정,안산조은요양보호사교육원,30,510000,35,,42
283,요양보호사자격증취득과정,다사랑요양보호사교육원,35,640800,30,61.4,53
284,요양보호사 자격 취득 과정(사회복지사 자격증 보유자),다원요양보호사교육원,12,250000,37,60.2,39
285,요양보호사 자격 취득과정,금촌요양보호사교육원,30,600000,36,,57
286,요양보호사 자격 취득과정,영광요양보호사교육원,55,650000,40,54.3,54
287,요양보호사 자격취득과정,전국고용요양보호사교육원,30,540000,40,54.9,54
288,요양보호사 자격취득과정,이천요양보호사교육원,30,630000,32,60.5,58
289,요양보호사 자격증 취득,다사랑요양보호사교육원,30,641520,37,53.3,56
290,요양보호사자격취득과정,금빛요양보호사교육원,35,500160,40,46.9,59
291,요양보호사 자격 취득과정,효사랑나눔요양보호사교육원,33,540000,35,56.8,56
292,요양보호사 자격 취득과정,민들레요양보호사교육원,33,500160,37,63.2,55
293,병원코디네이터 양성과정,한국종합교육원,20,554300,15,,28
294,요양보호사 자격취득과정,새소망전국요양보호사교육원,35,450000,40,62.9,57
295,요양보호사 자격증 취득과정,가족사랑요양보호사교육원,32,600000,40,,55
296,요양보호사 자격 취득과정,신포항요양보호사교육원,34,552000,40,62.9,56
297,요양보호사 자격 취득과정,경기제일요양보호사교육원,30,600000,40,58.9,58
298,요양보호사(표준)주간과정,익산평화요양보호사교육원,30,641280,25,47.5,59
299,요양보호사 자격 취득과정,일등요양보호사교육원,30,450000,30,50.7,58
300,NCS 요양보호사국가 자격증취득과정,경인요양보호사교육원,34,640080,40,56.2,56
301,요양보호사자격증취득,새희망요양보호사교육원,35,510000,33,55.2,57
302,요양보호사 자격 취득과정,달서구요양보호사교육원,30,550080,40,40.8,54
303,요양보호사자격취득과정,아름다운요양보호사교육원,30,499200,35,58.2,54
304,요양보호사 자격 취득과정,중앙간호학원 요양보호사교육원,30,641520,30,53.2,59
305,요양보호사자격증취득과정,탑요양보호사교육원,30,528000,35,,55
306,요양보호사 자격증 취득과정,군산성모간호전문학원부설 요양보호사교육원,30,641520,40,59.3,58
307,간호조무사 자격증 취득과정,이수메트로간호종합학원,191,2954880,30,73.8,40
308,국가자격 요양보호사1급 자격증 취득과정,패밀리요양보호사교육원,40,600000,27,,55
309,요양보호사 자격 취득과정,삼성실버요양보호사교육원,44,640080,40,59.8,55
310,요양보호사 자격 취득과정,안양벧엘요양보호사교육원,30,550000,30,60.9,57
311,요양보호사 자격증 취득과정,가족요양보호사교육원,30,450000,35,64.7,57
312,요양보호사 자격 취득 과정,e-한나요양보호사교육원,35,540000,40,62.5,57
313,요양보호사국가자격증취득과정,참사랑요양보호사교육원,30,500160,40,63,54
314,요양보호사 자격 취득과정,한국요양보호사교육원,30,510000,30,,55
315,요양보호사 자격증 취득 과정,나눔요양보호사교육원,30,624000,28,43.4,51
316,요양보호사자격취득,김해사랑요양보호사교육원,30,600000,40,49.2,52
317,요양보호사 자격증 취득과정,어르신사랑요양보호사교육원,30,540000,34,66,57
318,요양보호사 자격 취득과정,VIP요양보호사교육원,30,540000,34,,55
319,"요양보호사 자격증취득(주간,야간)",아름다운세상만들기요양보호사교육원,30,540000,40,55.8,56
320,요양보호사 자격증 취득과정(비NCS),마산요양보호사교육원,30,600000,25,53.2,57
321,요양보호사 자격취득과정,아리요양보호사교육원,30,450000,30,,67
322,요양보호사 자격 취득과정,영남요양보호사교육원,33,640800,40,64.5,55
323,간호조무사 자격 취득과정 B,중앙간호학원,240,3240640,34,80.7,39
324,요양보호사 자격증 취득과정,성산요양보호사교육원,30,600000,33,56.8,57
325,요양보호사자격취득과정,분당사랑요양보호사교육원,30,540000,30,,56
326,요양보호사 자격취득과정,수원행복 요양보호사 교육원,30,480000,40,58.7,59
327,요양보호사 자격 취득과정,지산요양보호사교육원,30,640080,40,59.5,57
